param,param_value,policy,seed,metric,value,diff_from_baseline
consumption_alpha,0.2,ownership_cap_soft,5,rental_vacancy_rate,0.20454545454545456,0.022727272727272735
consumption_alpha,0.2,ownership_cap_soft,5,annual_appreciation_g,-0.016501506499454588,-0.0017239987051487216
consumption_alpha,0.2,ownership_cap_hard,5,homeownership_rate,0.4433249370277078,-0.004175062972292198
consumption_alpha,0.2,ownership_cap_hard,5,rental_vacancy_rate,0.18552036199095023,0.00370218017276841
consumption_alpha,0.2,ownership_cap_hard,5,annual_appreciation_g,-0.03,-0.015222492205694133
consumption_alpha,0.2,purchase_tax,5,homeownership_rate,0.44696969696969696,-0.0005303030303030476
consumption_alpha,0.2,purchase_tax,5,rental_vacancy_rate,0.20982142857142858,0.028003246753246752
consumption_alpha,0.2,purchase_tax,5,annual_appreciation_g,-0.03,-0.015222492205694133
consumption_alpha,0.2,vacancy_tax,5,homeownership_rate,0.40350877192982454,-0.04399122807017547
consumption_alpha,0.2,vacancy_tax,5,rental_vacancy_rate,0.1145374449339207,-0.06728073688426112
consumption_alpha,0.2,vacancy_tax,5,annual_appreciation_g,-0.008298121734724773,0.006479386059581094
consumption_alpha,0.2,portfolio_tax,5,homeownership_rate,0.4475,0.0
consumption_alpha,0.2,portfolio_tax,5,rental_vacancy_rate,0.18181818181818182,0.0
consumption_alpha,0.2,portfolio_tax,5,annual_appreciation_g,-0.014777507794305866,0.0
consumption_alpha,0.2,geographic,5,homeownership_rate,0.24455205811138014,-0.20294794188861986
consumption_alpha,0.2,geographic,5,rental_vacancy_rate,0.15702479338842976,-0.024793388429752067
consumption_alpha,0.2,geographic,5,annual_appreciation_g,0.07366381739374117,0.08844132518804704
consumption_alpha,0.2,baseline,6,homeownership_rate,0.4144385026737968,0.0
consumption_alpha,0.2,baseline,6,rental_vacancy_rate,0.1724137931034483,0.0
consumption_alpha,0.2,baseline,6,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,waiting_period,6,homeownership_rate,0.35054347826086957,-0.06389502441292721
consumption_alpha,0.2,waiting_period,6,rental_vacancy_rate,0.027649769585253458,-0.14476402351819484
consumption_alpha,0.2,waiting_period,6,annual_appreciation_g,-0.025636838567373088,0.004363161432626911
consumption_alpha,0.2,ownership_cap_soft,6,homeownership_rate,0.48118279569892475,0.06674429302512797
consumption_alpha,0.2,ownership_cap_soft,6,rental_vacancy_rate,0.3093220338983051,0.1369082407948568
consumption_alpha,0.2,ownership_cap_soft,6,annual_appreciation_g,0.09117603075421155,0.12117603075421154
consumption_alpha,0.2,ownership_cap_hard,6,homeownership_rate,0.46923076923076923,0.054792266556972447
consumption_alpha,0.2,ownership_cap_hard,6,rental_vacancy_rate,0.21238938053097345,0.03997558742752516
consumption_alpha,0.2,ownership_cap_hard,6,annual_appreciation_g,0.0966239766798771,0.1266239766798771
consumption_alpha,0.2,purchase_tax,6,homeownership_rate,0.5257731958762887,0.1113346932024919
consumption_alpha,0.2,purchase_tax,6,rental_vacancy_rate,0.29464285714285715,0.12222906403940886
consumption_alpha,0.2,purchase_tax,6,annual_appreciation_g,-0.01036350940902031,0.01963649059097969
consumption_alpha,0.2,vacancy_tax,6,homeownership_rate,0.38461538461538464,-0.029823118058412146
consumption_alpha,0.2,vacancy_tax,6,rental_vacancy_rate,0.1506276150627615,-0.021786178040686777
consumption_alpha,0.2,vacancy_tax,6,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,portfolio_tax,6,homeownership_rate,0.4144385026737968,0.0
consumption_alpha,0.2,portfolio_tax,6,rental_vacancy_rate,0.1724137931034483,0.0
consumption_alpha,0.2,portfolio_tax,6,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,geographic,6,homeownership_rate,0.16981132075471697,-0.2446271819190798
consumption_alpha,0.2,geographic,6,rental_vacancy_rate,0.09722222222222222,-0.07519157088122606
consumption_alpha,0.2,geographic,6,annual_appreciation_g,-0.003535097201131543,0.026464902798868456
consumption_alpha,0.2,baseline,7,homeownership_rate,0.3967828418230563,0.0
consumption_alpha,0.2,baseline,7,rental_vacancy_rate,0.08296943231441048,0.0
consumption_alpha,0.2,baseline,7,annual_appreciation_g,-0.010411162872014934,0.0
consumption_alpha,0.2,waiting_period,7,homeownership_rate,0.4752475247524752,0.07846468292941894
consumption_alpha,0.2,waiting_period,7,rental_vacancy_rate,0.10824742268041238,0.025277990366001896
consumption_alpha,0.2,waiting_period,7,annual_appreciation_g,-0.03,-0.019588837127985065
consumption_alpha,0.2,ownership_cap_soft,7,homeownership_rate,0.3967828418230563,0.0
consumption_alpha,0.2,ownership_cap_soft,7,rental_vacancy_rate,0.08296943231441048,0.0
consumption_alpha,0.2,ownership_cap_soft,7,annual_appreciation_g,-0.010411162872014934,0.0
consumption_alpha,0.2,ownership_cap_hard,7,homeownership_rate,0.3967828418230563,0.0
consumption_alpha,0.2,ownership_cap_hard,7,rental_vacancy_rate,0.08296943231441048,0.0
consumption_alpha,0.2,ownership_cap_hard,7,annual_appreciation_g,-0.010411162872014934,0.0
consumption_alpha,0.2,purchase_tax,7,homeownership_rate,0.48533333333333334,0.08855049151027705
consumption_alpha,0.2,purchase_tax,7,rental_vacancy_rate,0.2317596566523605,0.14879022433795003
consumption_alpha,0.2,purchase_tax,7,annual_appreciation_g,0.06807291547188576,0.0784840783439007
consumption_alpha,0.2,vacancy_tax,7,homeownership_rate,0.4393939393939394,0.042611097570883105
consumption_alpha,0.2,vacancy_tax,7,rental_vacancy_rate,0.0867579908675799,0.0037885585531694244
consumption_alpha,0.2,vacancy_tax,7,annual_appreciation_g,-0.020923381642989236,-0.010512218770974302
consumption_alpha,0.2,portfolio_tax,7,homeownership_rate,0.3967828418230563,0.0
consumption_alpha,0.2,portfolio_tax,7,rental_vacancy_rate,0.08296943231441048,0.0
consumption_alpha,0.2,portfolio_tax,7,annual_appreciation_g,-0.010411162872014934,0.0
