NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract,owner_occupied,renter_occupied,owner_share,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,total_vacant,vacant_for_rent,vacant_for_sale,GEOID
"Census Tract 232.04, DeKalb County, Georgia",2577.0,2376.0,115.0,0.0,0.0,75.0,0.0,0.0,0.0,13,89,23204,1645.0,604.0,0.7314361938639395,2249.0,149.0,94.0,118.0,429.0,247.0,31.0,328.0,46.0,0.0,23306
"Census Tract 235.06, DeKalb County, Georgia",2555.0,1805.0,116.0,0.0,56.0,189.0,234.0,41.0,59.0,13,89,23506,1511.0,588.0,0.7198666031443545,2099.0,121.0,136.0,339.0,300.0,192.0,71.0,456.0,118.0,0.0,23608
"Census Tract 234.12, DeKalb County, Georgia",2623.0,1848.0,275.0,0.0,15.0,158.0,199.0,128.0,0.0,13,89,23412,1668.0,419.0,0.7992333493052228,2087.0,139.0,128.0,115.0,229.0,192.0,55.0,536.0,0.0,0.0,23514
"Census Tract 234.16, DeKalb County, Georgia",2623.0,2013.0,75.0,0.0,0.0,98.0,141.0,224.0,72.0,13,89,23416,1450.0,1002.0,0.5913539967373572,2452.0,209.0,189.0,106.0,306.0,309.0,95.0,171.0,82.0,0.0,23518
"Census Tract 205, DeKalb County, Georgia",1838.0,1000.0,202.0,137.0,19.0,86.0,149.0,28.0,217.0,13,89,20500,817.0,696.0,0.5399867812293456,1513.0,173.0,0.0,22.0,165.0,228.0,121.0,325.0,29.0,28.0,20602
"Census Tract 209, DeKalb County, Georgia",2969.0,2446.0,48.0,93.0,45.0,139.0,17.0,32.0,149.0,13,89,20900,1849.0,893.0,0.674325309992706,2742.0,248.0,146.0,29.0,219.0,237.0,278.0,227.0,0.0,16.0,21002
"Census Tract 207, DeKalb County, Georgia",1231.0,722.0,81.0,0.0,158.0,87.0,62.0,57.0,64.0,13,89,20700,717.0,341.0,0.6776937618147448,1058.0,37.0,30.0,41.0,77.0,143.0,130.0,173.0,44.0,15.0,20802
"Census Tract 212.04, DeKalb County, Georgia",857.0,73.0,22.0,65.0,198.0,242.0,225.0,16.0,0.0,13,89,21204,0.0,780.0,0.0,780.0,21.0,51.0,68.0,45.0,8.0,0.0,77.0,77.0,0.0,21306
"Census Tract 212.13, DeKalb County, Georgia",1239.0,1190.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,21213,1186.0,19.0,0.9842323651452282,1205.0,0.0,12.0,40.0,117.0,0.0,428.0,34.0,0.0,0.0,21315
"Census Tract 218.05, DeKalb County, Georgia",2755.0,1891.0,262.0,65.0,127.0,142.0,168.0,47.0,53.0,13,89,21805,1833.0,772.0,0.7036468330134357,2605.0,57.0,185.0,0.0,441.0,258.0,148.0,150.0,0.0,0.0,21907
"Census Tract 220.04, DeKalb County, Georgia",1795.0,1355.0,17.0,0.0,48.0,157.0,81.0,121.0,0.0,13,89,22004,1153.0,444.0,0.7219787100814026,1597.0,47.0,97.0,70.0,137.0,159.0,91.0,198.0,0.0,0.0,22106
"Census Tract 232.08, DeKalb County, Georgia",2514.0,1634.0,315.0,9.0,22.0,177.0,297.0,44.0,16.0,13,89,23208,1033.0,1361.0,0.4314954051796157,2394.0,118.0,135.0,233.0,273.0,172.0,11.0,120.0,0.0,50.0,23310
"Census Tract 232.12, DeKalb County, Georgia",1469.0,1157.0,71.0,0.0,7.0,99.0,80.0,41.0,14.0,13,89,23212,902.0,467.0,0.6588750913075238,1369.0,61.0,44.0,34.0,255.0,76.0,9.0,100.0,51.0,0.0,23314
"Census Tract 235.04, DeKalb County, Georgia",1587.0,765.0,115.0,8.0,168.0,301.0,115.0,56.0,50.0,13,89,23504,503.0,801.0,0.3857361963190184,1304.0,135.0,100.0,149.0,45.0,63.0,14.0,283.0,41.0,0.0,23606
"Census Tract 236.02, DeKalb County, Georgia",1083.0,896.0,10.0,0.0,51.0,111.0,15.0,0.0,0.0,13,89,23602,525.0,297.0,0.6386861313868614,822.0,34.0,52.0,65.0,117.0,26.0,21.0,261.0,17.0,42.0,23704
"Census Tract 201, DeKalb County, Georgia",803.0,558.0,85.0,23.0,0.0,0.0,30.0,36.0,71.0,13,89,20100,550.0,187.0,0.746268656716418,737.0,36.0,0.0,13.0,55.0,47.0,333.0,66.0,20.0,7.0,20202
"Census Tract 213.01, DeKalb County, Georgia",1857.0,342.0,173.0,49.0,131.0,180.0,523.0,300.0,117.0,13,89,21301,251.0,1469.0,0.1459302325581395,1720.0,48.0,333.0,127.0,162.0,107.0,65.0,137.0,51.0,17.0,21403
"Census Tract 233.06, DeKalb County, Georgia",2584.0,2402.0,90.0,0.0,0.0,53.0,0.0,0.0,0.0,13,89,23306,2125.0,377.0,0.8493205435651479,2502.0,87.0,166.0,131.0,467.0,211.0,92.0,82.0,0.0,0.0,23408
"Census Tract 232.06, DeKalb County, Georgia",3135.0,2369.0,428.0,0.0,37.0,12.0,0.0,77.0,199.0,13,89,23206,1752.0,1089.0,0.6166842661034847,2841.0,315.0,107.0,140.0,436.0,186.0,18.0,294.0,0.0,122.0,23308
"Census Tract 234.11, DeKalb County, Georgia",1576.0,1151.0,0.0,0.0,19.0,172.0,169.0,57.0,8.0,13,89,23411,751.0,729.0,0.5074324324324324,1480.0,116.0,93.0,120.0,144.0,62.0,50.0,96.0,21.0,0.0,23513
"Census Tract 234.13, DeKalb County, Georgia",1443.0,1399.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,13,89,23413,1139.0,188.0,0.8583270535041447,1327.0,46.0,100.0,16.0,163.0,126.0,49.0,116.0,0.0,25.0,23515
"Census Tract 238.02, DeKalb County, Georgia",1569.0,827.0,43.0,29.0,229.0,81.0,126.0,143.0,91.0,13,89,23802,509.0,847.0,0.3753687315634218,1356.0,117.0,129.0,118.0,160.0,100.0,41.0,213.0,48.0,0.0,23904
"Census Tract 212.08, DeKalb County, Georgia",2080.0,1026.0,102.0,16.0,144.0,26.0,37.0,224.0,494.0,13,89,21208,1161.0,781.0,0.59783728115345,1942.0,147.0,30.0,70.0,279.0,156.0,210.0,138.0,79.0,0.0,21310
"Census Tract 101.22, Fulton County, Georgia",3452.0,531.0,353.0,0.0,124.0,316.0,1007.0,607.0,496.0,13,121,10122,860.0,2200.0,0.2810457516339869,3060.0,89.0,102.0,81.0,638.0,519.0,492.0,392.0,241.0,112.0,10256
"Census Tract 101.23, Fulton County, Georgia",2429.0,364.0,195.0,49.0,108.0,831.0,646.0,101.0,74.0,13,121,10123,1229.0,1068.0,0.5350457117979974,2297.0,64.0,80.0,97.0,278.0,367.0,175.0,132.0,16.0,66.0,10257
"Census Tract 102.11, Fulton County, Georgia",1224.0,925.0,20.0,0.0,0.0,23.0,26.0,0.0,196.0,13,121,10211,864.0,255.0,0.7721179624664879,1119.0,18.0,13.0,37.0,114.0,105.0,416.0,105.0,29.0,23.0,10345
"Census Tract 76.02, Fulton County, Georgia",1191.0,779.0,11.0,0.0,24.0,63.0,159.0,80.0,36.0,13,121,7602,493.0,533.0,0.4805068226120857,1026.0,83.0,71.0,57.0,105.0,34.0,15.0,165.0,0.0,0.0,7736
"Census Tract 17, Fulton County, Georgia",2918.0,465.0,76.0,145.0,141.0,96.0,145.0,205.0,1645.0,13,121,1700,597.0,2048.0,0.2257088846880907,2645.0,41.0,0.0,82.0,344.0,312.0,390.0,273.0,30.0,26.0,1834
"Census Tract 78.02, Fulton County, Georgia",4130.0,2522.0,119.0,49.0,166.0,326.0,525.0,206.0,110.0,13,121,7802,2126.0,1633.0,0.5655759510508114,3759.0,295.0,135.0,194.0,281.0,294.0,208.0,371.0,158.0,0.0,7936
"Census Tract 78.05, Fulton County, Georgia",1491.0,621.0,13.0,8.0,8.0,341.0,208.0,84.0,208.0,13,121,7805,356.0,961.0,0.2703113135914958,1317.0,139.0,146.0,39.0,34.0,26.0,34.0,174.0,77.0,25.0,7939
"Census Tract 97, Fulton County, Georgia",1652.0,1296.0,169.0,10.0,0.0,34.0,40.0,29.0,74.0,13,121,9700,1276.0,146.0,0.8973277074542897,1422.0,39.0,18.0,34.0,57.0,118.0,754.0,230.0,0.0,24.0,9834
"Census Tract 102.06, Fulton County, Georgia",2586.0,1872.0,251.0,0.0,19.0,35.0,97.0,8.0,290.0,13,121,10206,2160.0,111.0,0.95112285336856,2271.0,106.0,8.0,87.0,159.0,185.0,1102.0,315.0,47.0,37.0,10340
"Census Tract 113.03, Fulton County, Georgia",4384.0,1902.0,48.0,72.0,289.0,935.0,841.0,57.0,117.0,13,121,11303,1326.0,2692.0,0.3300149328023892,4018.0,165.0,259.0,235.0,374.0,80.0,31.0,366.0,270.0,0.0,11437
"Census Tract 102.12, Fulton County, Georgia",2219.0,644.0,290.0,124.0,105.0,510.0,319.0,189.0,28.0,13,121,10212,894.0,1066.0,0.4561224489795918,1960.0,42.0,170.0,96.0,179.0,188.0,379.0,259.0,112.0,95.0,10346
"Census Tract 105.15, Fulton County, Georgia",2200.0,1756.0,87.0,31.0,84.0,9.0,0.0,39.0,194.0,13,121,10515,1385.0,672.0,0.6733106465726787,2057.0,219.0,132.0,97.0,339.0,285.0,58.0,143.0,71.0,0.0,10649
"Census Tract 105.16, Fulton County, Georgia",3198.0,2677.0,277.0,94.0,12.0,45.0,0.0,27.0,0.0,13,121,10516,1754.0,870.0,0.6684451219512195,2624.0,247.0,161.0,68.0,438.0,207.0,115.0,574.0,173.0,0.0,10650
"Census Tract 113.05, Fulton County, Georgia",2793.0,444.0,188.0,41.0,18.0,350.0,1079.0,334.0,339.0,13,121,11305,397.0,1913.0,0.1718614718614718,2310.0,225.0,149.0,165.0,109.0,86.0,9.0,483.0,258.0,0.0,11439
"Census Tract 113.06, Fulton County, Georgia",1377.0,527.0,8.0,0.0,86.0,376.0,313.0,49.0,0.0,13,121,11306,327.0,671.0,0.3276553106212425,998.0,145.0,41.0,47.0,82.0,48.0,8.0,379.0,181.0,0.0,11440
"Census Tract 114.16, Fulton County, Georgia",2063.0,1921.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,11416,1834.0,183.0,0.9092711948438276,2017.0,29.0,32.0,36.0,232.0,445.0,354.0,46.0,0.0,0.0,11550
"Census Tract 114.17, Fulton County, Georgia",2283.0,1467.0,219.0,0.0,34.0,75.0,56.0,0.0,389.0,13,121,11417,1671.0,612.0,0.7319316688567674,2283.0,90.0,78.0,86.0,252.0,300.0,377.0,0.0,0.0,0.0,11551
"Census Tract 114.18, Fulton County, Georgia",2369.0,2120.0,131.0,40.0,13.0,0.0,0.0,0.0,65.0,13,121,11418,1944.0,161.0,0.9235154394299288,2105.0,19.0,0.0,0.0,203.0,210.0,749.0,264.0,127.0,0.0,11552
"Census Tract 52, Fulton County, Georgia",2287.0,1375.0,296.0,0.0,264.0,126.0,39.0,43.0,144.0,13,121,5200,1467.0,641.0,0.6959203036053131,2108.0,133.0,95.0,107.0,217.0,190.0,494.0,179.0,59.0,52.0,5334
"Census Tract 64, Fulton County, Georgia",469.0,226.0,6.0,54.0,116.0,42.0,0.0,0.0,25.0,13,121,6400,119.0,265.0,0.3098958333333333,384.0,62.0,19.0,42.0,16.0,7.0,36.0,85.0,12.0,0.0,6534
"Census Tract 72, Fulton County, Georgia",1025.0,613.0,12.0,0.0,0.0,74.0,168.0,71.0,87.0,13,121,7200,265.0,425.0,0.3840579710144927,690.0,57.0,33.0,50.0,54.0,14.0,0.0,335.0,54.0,27.0,7334
"Census Tract 105.08, Fulton County, Georgia",1430.0,1203.0,187.0,0.0,26.0,7.0,0.0,7.0,0.0,13,121,10508,954.0,206.0,0.8224137931034483,1160.0,8.0,39.0,75.0,181.0,115.0,17.0,270.0,63.0,57.0,10642
"Census Tract 4, Fulton County, Georgia",1222.0,254.0,95.0,0.0,24.0,53.0,133.0,113.0,542.0,13,121,400,663.0,356.0,0.6506378802747792,1019.0,33.0,11.0,38.0,167.0,65.0,258.0,203.0,26.0,30.0,534
"Census Tract 1, Fulton County, Georgia",2140.0,1586.0,159.0,55.0,56.0,14.0,68.0,47.0,155.0,13,121,100,1572.0,512.0,0.7543186180422264,2084.0,0.0,49.0,10.0,195.0,176.0,879.0,56.0,0.0,16.0,234
"Census Tract 6, Fulton County, Georgia",3471.0,207.0,174.0,173.0,81.0,138.0,42.0,119.0,2537.0,13,121,600,589.0,2405.0,0.1967267869071476,2994.0,502.0,59.0,121.0,343.0,179.0,141.0,477.0,185.0,27.0,734
"Census Tract 35, Fulton County, Georgia",821.0,37.0,24.0,4.0,18.0,23.0,113.0,175.0,406.0,13,121,3500,246.0,468.0,0.3445378151260504,714.0,91.0,10.0,53.0,82.0,103.0,16.0,107.0,39.0,0.0,3634
"Census Tract 41, Fulton County, Georgia",1190.0,872.0,12.0,88.0,57.0,60.0,101.0,0.0,0.0,13,121,4100,412.0,329.0,0.5560053981106613,741.0,61.0,40.0,28.0,147.0,95.0,26.0,449.0,89.0,16.0,4234
"Census Tract 50, Fulton County, Georgia",1599.0,473.0,52.0,138.0,50.0,48.0,47.0,70.0,721.0,13,121,5000,589.0,825.0,0.4165487977369165,1414.0,17.0,61.0,51.0,287.0,91.0,137.0,185.0,117.0,43.0,5134
"Census Tract 55.02, Fulton County, Georgia",1457.0,330.0,8.0,17.0,65.0,283.0,304.0,189.0,236.0,13,121,5502,260.0,975.0,0.2105263157894736,1235.0,348.0,72.0,39.0,115.0,42.0,12.0,222.0,121.0,0.0,5636
"Census Tract 61, Fulton County, Georgia",1695.0,1563.0,50.0,40.0,11.0,31.0,0.0,0.0,0.0,13,121,6100,644.0,701.0,0.4788104089219331,1345.0,338.0,103.0,62.0,95.0,37.0,0.0,350.0,21.0,21.0,6234
"Census Tract 63, Fulton County, Georgia",1154.0,901.0,9.0,84.0,50.0,0.0,24.0,36.0,50.0,13,121,6300,204.0,499.0,0.2901849217638691,703.0,182.0,55.0,25.0,66.0,32.0,11.0,451.0,45.0,27.0,6434
"Census Tract 75, Fulton County, Georgia",2027.0,927.0,32.0,0.0,81.0,185.0,145.0,115.0,542.0,13,121,7500,520.0,1028.0,0.3359173126614987,1548.0,254.0,102.0,64.0,120.0,44.0,33.0,479.0,147.0,0.0,7634
"Census Tract 78.07, Fulton County, Georgia",1477.0,980.0,6.0,14.0,20.0,171.0,132.0,35.0,119.0,13,121,7807,373.0,676.0,0.3555767397521449,1049.0,291.0,44.0,55.0,81.0,11.0,6.0,428.0,51.0,0.0,7941
"Census Tract 78.08, Fulton County, Georgia",1970.0,279.0,0.0,0.0,96.0,850.0,635.0,44.0,66.0,13,121,7808,157.0,1274.0,0.1097134870719776,1431.0,475.0,61.0,62.0,0.0,12.0,10.0,539.0,269.0,0.0,7942
"Census Tract 81.02, Fulton County, Georgia",3390.0,1068.0,58.0,38.0,121.0,545.0,992.0,196.0,372.0,13,121,8102,669.0,2173.0,0.2353976073187896,2842.0,369.0,186.0,62.0,120.0,96.0,0.0,548.0,119.0,0.0,8236
"Census Tract 108, Fulton County, Georgia",3380.0,1910.0,76.0,189.0,27.0,223.0,262.0,135.0,385.0,13,121,10800,985.0,1795.0,0.3543165467625899,2780.0,279.0,148.0,555.0,486.0,134.0,0.0,600.0,84.0,42.0,10934
"Census Tract 114.05, Fulton County, Georgia",3150.0,1301.0,307.0,26.0,180.0,350.0,435.0,329.0,222.0,13,121,11405,1501.0,1395.0,0.5183011049723757,2896.0,0.0,89.0,206.0,414.0,329.0,418.0,254.0,110.0,0.0,11539
"Census Tract 114.12, Fulton County, Georgia",3888.0,2298.0,261.0,62.0,14.0,121.0,818.0,208.0,87.0,13,121,11412,2312.0,1374.0,0.6272381985892567,3686.0,37.0,118.0,121.0,549.0,476.0,500.0,202.0,51.0,56.0,11546
"Census Tract 110, Fulton County, Georgia",1227.0,585.0,33.0,98.0,112.0,81.0,30.0,8.0,66.0,13,121,11000,346.0,623.0,0.3570691434468524,969.0,210.0,37.0,9.0,93.0,31.0,11.0,258.0,69.0,16.0,11134
"Census Tract 111, Fulton County, Georgia",1406.0,1115.0,43.0,0.0,31.0,0.0,56.0,11.0,106.0,13,121,11100,667.0,481.0,0.5810104529616724,1148.0,38.0,66.0,79.0,225.0,48.0,40.0,258.0,0.0,48.0,11234
"Census Tract 21, Fulton County, Georgia",1156.0,12.0,34.0,10.0,16.0,339.0,218.0,98.0,429.0,13,121,2100,378.0,507.0,0.4271186440677966,885.0,69.0,28.0,15.0,159.0,31.0,114.0,271.0,96.0,13.0,2234
"Census Tract 79, Fulton County, Georgia",2548.0,2093.0,198.0,0.0,69.0,0.0,141.0,47.0,0.0,13,121,7900,1682.0,682.0,0.7115059221658206,2364.0,140.0,153.0,57.0,311.0,355.0,142.0,184.0,45.0,0.0,8034
"Census Tract 112.01, Fulton County, Georgia",2023.0,1213.0,82.0,125.0,40.0,195.0,322.0,9.0,29.0,13,121,11201,509.0,950.0,0.3488690884167237,1459.0,98.0,58.0,68.0,110.0,45.0,9.0,564.0,91.0,22.0,11335
"Census Tract 39, Fulton County, Georgia",1023.0,625.0,32.0,199.0,0.0,0.0,48.0,77.0,0.0,13,121,3900,241.0,515.0,0.3187830687830688,756.0,91.0,39.0,70.0,61.0,8.0,9.0,267.0,59.0,0.0,4034
"Census Tract 102.10, Fulton County, Georgia",2858.0,1181.0,464.0,0.0,152.0,311.0,593.0,127.0,20.0,13,121,10210,1701.0,1100.0,0.6072831131738665,2801.0,13.0,31.0,153.0,440.0,287.0,462.0,57.0,57.0,0.0,10344
"Census Tract 85, Fulton County, Georgia",1581.0,1398.0,15.0,79.0,38.0,0.0,16.0,0.0,0.0,13,121,8500,379.0,602.0,0.3863404689092762,981.0,80.0,27.0,15.0,94.0,0.0,0.0,600.0,16.0,16.0,8634
"Census Tract 89.02, Fulton County, Georgia",5011.0,1065.0,455.0,0.0,236.0,469.0,383.0,537.0,1866.0,13,121,8902,1437.0,2955.0,0.3271857923497268,4392.0,371.0,134.0,185.0,594.0,404.0,340.0,619.0,300.0,28.0,9036
"Census Tract 99, Fulton County, Georgia",2327.0,1225.0,223.0,0.0,51.0,163.0,171.0,204.0,290.0,13,121,9900,1509.0,621.0,0.7084507042253522,2130.0,47.0,55.0,76.0,224.0,171.0,839.0,197.0,0.0,14.0,10034
"Census Tract 101.06, Fulton County, Georgia",2065.0,769.0,123.0,0.0,97.0,328.0,546.0,15.0,187.0,13,121,10106,949.0,1009.0,0.4846782431052094,1958.0,106.0,96.0,52.0,326.0,203.0,408.0,107.0,28.0,12.0,10240
"Census Tract 102.05, Fulton County, Georgia",2756.0,1700.0,402.0,0.0,62.0,18.0,37.0,30.0,507.0,13,121,10205,2052.0,600.0,0.7737556561085973,2652.0,200.0,44.0,46.0,186.0,339.0,639.0,104.0,0.0,82.0,10339
"Census Tract 102.08, Fulton County, Georgia",2587.0,654.0,22.0,0.0,120.0,340.0,663.0,189.0,599.0,13,121,10208,538.0,1505.0,0.2633382280959373,2043.0,90.0,171.0,88.0,250.0,155.0,260.0,544.0,278.0,41.0,10342
"Census Tract 103.01, Fulton County, Georgia",6908.0,6206.0,25.0,0.0,55.0,168.0,157.0,75.0,99.0,13,121,10301,4416.0,2079.0,0.6799076212471131,6495.0,145.0,163.0,128.0,1188.0,957.0,438.0,413.0,223.0,0.0,10435
"Census Tract 105.07, Fulton County, Georgia",3344.0,1729.0,145.0,89.0,111.0,219.0,605.0,372.0,23.0,13,121,10507,1207.0,1209.0,0.4995860927152318,2416.0,197.0,146.0,256.0,264.0,212.0,63.0,928.0,170.0,64.0,10641
"Census Tract 2, Fulton County, Georgia",2806.0,1740.0,46.0,62.0,214.0,203.0,129.0,263.0,149.0,13,121,200,1941.0,755.0,0.7199554896142433,2696.0,56.0,29.0,9.0,228.0,306.0,1139.0,110.0,0.0,0.0,334
"Census Tract 19, Fulton County, Georgia",1931.0,25.0,0.0,11.0,34.0,129.0,226.0,216.0,1290.0,13,121,1900,541.0,859.0,0.3864285714285714,1400.0,101.0,16.0,55.0,150.0,152.0,131.0,531.0,157.0,50.0,2034
"Census Tract 29, Fulton County, Georgia",1569.0,396.0,36.0,21.0,93.0,166.0,112.0,65.0,680.0,13,121,2900,422.0,826.0,0.3381410256410256,1248.0,89.0,61.0,47.0,106.0,132.0,118.0,321.0,30.0,47.0,3034
"Census Tract 30, Fulton County, Georgia",2031.0,638.0,251.0,48.0,34.0,135.0,201.0,136.0,588.0,13,121,3000,988.0,849.0,0.537833424060969,1837.0,32.0,18.0,18.0,270.0,318.0,390.0,194.0,9.0,11.0,3134
"Census Tract 43, Fulton County, Georgia",651.0,48.0,12.0,0.0,48.0,125.0,225.0,167.0,26.0,13,121,4300,198.0,408.0,0.3267326732673267,606.0,121.0,21.0,0.0,84.0,18.0,53.0,45.0,39.0,0.0,4434
"Census Tract 58, Fulton County, Georgia",773.0,551.0,9.0,42.0,60.0,54.0,57.0,0.0,0.0,13,121,5800,307.0,269.0,0.5329861111111112,576.0,61.0,37.0,17.0,26.0,57.0,13.0,197.0,76.0,10.0,5934
"Census Tract 83.01, Fulton County, Georgia",1577.0,1003.0,0.0,39.0,74.0,248.0,213.0,0.0,0.0,13,121,8301,368.0,515.0,0.4167610419026047,883.0,107.0,68.0,51.0,35.0,35.0,0.0,694.0,38.0,0.0,8435
"Census Tract 73, Fulton County, Georgia",3343.0,1273.0,122.0,86.0,88.0,719.0,584.0,85.0,386.0,13,121,7300,810.0,2081.0,0.2801798685575925,2891.0,379.0,256.0,171.0,150.0,73.0,28.0,452.0,161.0,0.0,7434
"Census Tract 78.06, Fulton County, Georgia",2581.0,1310.0,38.0,15.0,22.0,336.0,528.0,55.0,195.0,13,121,7806,1232.0,1180.0,0.5107794361525705,2412.0,157.0,157.0,251.0,180.0,15.0,0.0,169.0,83.0,0.0,7940
"Census Tract 80, Fulton County, Georgia",2501.0,2172.0,0.0,37.0,113.0,12.0,91.0,64.0,0.0,13,121,8000,1178.0,763.0,0.6069036579082947,1941.0,170.0,140.0,127.0,149.0,152.0,104.0,560.0,53.0,43.0,8134
"Census Tract 84, Fulton County, Georgia",2028.0,894.0,80.0,94.0,72.0,328.0,276.0,135.0,134.0,13,121,8400,354.0,833.0,0.2982308340353833,1187.0,216.0,78.0,31.0,47.0,0.0,22.0,841.0,102.0,0.0,8534
"Census Tract 86.02, Fulton County, Georgia",653.0,305.0,0.0,0.0,9.0,9.0,167.0,163.0,0.0,13,121,8602,151.0,451.0,0.2508305647840531,602.0,16.0,64.0,43.0,17.0,24.0,6.0,51.0,31.0,0.0,8736
"Census Tract 90, Fulton County, Georgia",2337.0,1182.0,25.0,23.0,41.0,62.0,196.0,323.0,485.0,13,121,9000,1076.0,1173.0,0.4784348599377501,2249.0,31.0,8.0,64.0,218.0,245.0,700.0,88.0,36.0,0.0,9134
"Census Tract 93, Fulton County, Georgia",2662.0,1268.0,85.0,123.0,19.0,197.0,84.0,312.0,574.0,13,121,9300,1503.0,1014.0,0.5971394517282479,2517.0,160.0,35.0,59.0,171.0,166.0,693.0,145.0,55.0,36.0,9434
"Census Tract 94.02, Fulton County, Georgia",3175.0,57.0,122.0,57.0,0.0,82.0,158.0,321.0,2378.0,13,121,9402,379.0,2505.0,0.1314147018030513,2884.0,262.0,70.0,79.0,475.0,256.0,231.0,291.0,120.0,0.0,9536
"Census Tract 101.07, Fulton County, Georgia",762.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,10107,721.0,21.0,0.9716981132075472,742.0,0.0,4.0,14.0,31.0,57.0,376.0,20.0,0.0,20.0,10241
"Census Tract 103.04, Fulton County, Georgia",5667.0,5462.0,139.0,0.0,0.0,0.0,66.0,0.0,0.0,13,121,10304,4484.0,682.0,0.8679829655439412,5166.0,122.0,281.0,123.0,1084.0,540.0,386.0,501.0,52.0,270.0,10438
"Census Tract 106.03, Fulton County, Georgia",1844.0,332.0,62.0,15.0,125.0,616.0,552.0,108.0,34.0,13,121,10603,268.0,1249.0,0.1766644693473961,1517.0,106.0,74.0,92.0,197.0,30.0,7.0,327.0,186.0,0.0,10737
"Census Tract 37, Fulton County, Georgia",164.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,108.0,13,121,3700,0.0,164.0,0.0,164.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3834
"Census Tract 24, Fulton County, Georgia",1507.0,1047.0,0.0,110.0,113.0,91.0,118.0,6.0,6.0,13,121,2400,400.0,586.0,0.4056795131845842,986.0,116.0,41.0,45.0,152.0,13.0,20.0,521.0,72.0,0.0,2534
"Census Tract 25, Fulton County, Georgia",1364.0,449.0,40.0,59.0,58.0,160.0,403.0,97.0,98.0,13,121,2500,178.0,872.0,0.1695238095238095,1050.0,135.0,92.0,50.0,31.0,34.0,4.0,314.0,95.0,0.0,2634
"Census Tract 26, Fulton County, Georgia",619.0,125.0,6.0,22.0,85.0,39.0,269.0,58.0,15.0,13,121,2600,66.0,518.0,0.1130136986301369,584.0,121.0,44.0,36.0,50.0,21.0,13.0,35.0,9.0,0.0,2734
"Census Tract 44, Fulton County, Georgia",1435.0,188.0,26.0,32.0,60.0,133.0,66.0,179.0,751.0,13,121,4400,39.0,1265.0,0.0299079754601227,1304.0,234.0,162.0,0.0,31.0,0.0,0.0,131.0,34.0,0.0,4534
"Census Tract 86.01, Fulton County, Georgia",2324.0,1195.0,61.0,169.0,70.0,55.0,96.0,173.0,460.0,13,121,8601,412.0,1300.0,0.2406542056074766,1712.0,465.0,107.0,62.0,95.0,21.0,0.0,612.0,54.0,0.0,8735
"Census Tract 74, Fulton County, Georgia",1556.0,424.0,18.0,35.0,123.0,365.0,241.0,64.0,210.0,13,121,7400,172.0,1074.0,0.1380417335473515,1246.0,316.0,41.0,52.0,35.0,8.0,0.0,310.0,127.0,0.0,7534
"Census Tract 82.01, Fulton County, Georgia",2972.0,2091.0,54.0,0.0,18.0,219.0,210.0,0.0,173.0,13,121,8201,1065.0,1526.0,0.4110382091856426,2591.0,309.0,194.0,399.0,127.0,63.0,32.0,381.0,65.0,0.0,8335
"Census Tract 82.02, Fulton County, Georgia",981.0,905.0,0.0,0.0,0.0,22.0,32.0,13.0,9.0,13,121,8202,368.0,400.0,0.4791666666666667,768.0,85.0,56.0,30.0,65.0,9.0,0.0,213.0,26.0,0.0,8336
"Census Tract 101.08, Fulton County, Georgia",1749.0,1346.0,8.0,0.0,0.0,59.0,117.0,71.0,140.0,13,121,10108,1217.0,403.0,0.7512345679012346,1620.0,41.0,51.0,57.0,122.0,73.0,570.0,129.0,28.0,78.0,10242
"Census Tract 101.10, Fulton County, Georgia",4392.0,1033.0,523.0,58.0,0.0,235.0,452.0,242.0,1817.0,13,121,10110,1625.0,2284.0,0.41570734203121,3909.0,122.0,49.0,51.0,491.0,178.0,617.0,483.0,235.0,12.0,10244
"Census Tract 103.03, Fulton County, Georgia",4493.0,3059.0,245.0,0.0,20.0,186.0,448.0,308.0,227.0,13,121,10303,2886.0,1218.0,0.7032163742690059,4104.0,334.0,88.0,232.0,607.0,310.0,491.0,389.0,59.0,0.0,10437
"Census Tract 67, Fulton County, Georgia",2121.0,1013.0,192.0,89.0,97.0,159.0,136.0,41.0,394.0,13,121,6700,562.0,1082.0,0.3418491484184915,1644.0,228.0,20.0,88.0,154.0,25.0,13.0,477.0,20.0,27.0,6834
"Census Tract 69, Fulton County, Georgia",1666.0,1102.0,34.0,20.0,244.0,144.0,85.0,0.0,37.0,13,121,6900,774.0,610.0,0.5592485549132948,1384.0,126.0,49.0,119.0,191.0,133.0,89.0,282.0,93.0,49.0,7034
