NAME,total_vacant,vacant_for_rent,vacant_for_sale,state,county,tract
"Census Tract 37, Fulton County, Georgia",0.0,0.0,0.0,13,121,003700
"Census Tract 24, Fulton County, Georgia",521.0,72.0,0.0,13,121,002400
"Census Tract 25, Fulton County, Georgia",314.0,95.0,0.0,13,121,002500
"Census Tract 26, Fulton County, Georgia",35.0,9.0,0.0,13,121,002600
"Census Tract 44, Fulton County, Georgia",131.0,34.0,0.0,13,121,004400
"Census Tract 86.01, Fulton County, Georgia",612.0,54.0,0.0,13,121,008601
"Census Tract 74, Fulton County, Georgia",310.0,127.0,0.0,13,121,007400
"Census Tract 82.01, Fulton County, Georgia",381.0,65.0,0.0,13,121,008201
"Census Tract 82.02, Fulton County, Georgia",213.0,26.0,0.0,13,121,008202
"Census Tract 101.08, Fulton County, Georgia",129.0,28.0,78.0,13,121,010108
"Census Tract 101.10, Fulton County, Georgia",483.0,235.0,12.0,13,121,010110
"Census Tract 103.03, Fulton County, Georgia",389.0,59.0,0.0,13,121,010303
"Census Tract 67, Fulton County, Georgia",477.0,20.0,27.0,13,121,006700
"Census Tract 69, Fulton County, Georgia",282.0,93.0,49.0,13,121,006900
"Census Tract 70.02, Fulton County, Georgia",338.0,49.0,20.0,13,121,007002
"Census Tract 71, Fulton County, Georgia",201.0,50.0,0.0,13,121,007100
"Census Tract 83.02, Fulton County, Georgia",392.0,0.0,14.0,13,121,008302
"Census Tract 92, Fulton County, Georgia",590.0,355.0,38.0,13,121,009200
"Census Tract 102.04, Fulton County, Georgia",157.0,39.0,50.0,13,121,010204
"Census Tract 102.09, Fulton County, Georgia",234.0,165.0,0.0,13,121,010209
"Census Tract 104, Fulton County, Georgia",476.0,41.0,41.0,13,121,010400
"Census Tract 15, Fulton County, Georgia",367.0,16.0,0.0,13,121,001500
"Census Tract 23, Fulton County, Georgia",655.0,70.0,10.0,13,121,002300
"Census Tract 114.19, Fulton County, Georgia",162.0,59.0,52.0,13,121,011419
"Census Tract 114.20, Fulton County, Georgia",199.0,127.0,0.0,13,121,011420
"Census Tract 114.21, Fulton County, Georgia",76.0,41.0,20.0,13,121,011421
"Census Tract 114.22, Fulton County, Georgia",35.0,35.0,0.0,13,121,011422
"Census Tract 114.23, Fulton County, Georgia",285.0,80.0,40.0,13,121,011423
"Census Tract 114.24, Fulton County, Georgia",206.0,107.0,52.0,13,121,011424
"Census Tract 114.25, Fulton County, Georgia",86.0,50.0,0.0,13,121,011425
"Census Tract 114.26, Fulton County, Georgia",14.0,0.0,14.0,13,121,011426
"Census Tract 114.27, Fulton County, Georgia",244.0,48.0,56.0,13,121,011427
"Census Tract 115.03, Fulton County, Georgia",116.0,59.0,57.0,13,121,011503
"Census Tract 115.04, Fulton County, Georgia",117.0,0.0,24.0,13,121,011504
"Census Tract 115.05, Fulton County, Georgia",72.0,32.0,0.0,13,121,011505
"Census Tract 115.06, Fulton County, Georgia",145.0,0.0,93.0,13,121,011506
"Census Tract 116.10, Fulton County, Georgia",72.0,0.0,10.0,13,121,011610
"Census Tract 116.11, Fulton County, Georgia",367.0,186.0,0.0,13,121,011611
"Census Tract 116.12, Fulton County, Georgia",22.0,0.0,22.0,13,121,011612
"Census Tract 116.13, Fulton County, Georgia",79.0,0.0,0.0,13,121,011613
"Census Tract 116.14, Fulton County, Georgia",456.0,233.0,105.0,13,121,011614
"Census Tract 116.15, Fulton County, Georgia",219.0,143.0,54.0,13,121,011615
"Census Tract 116.16, Fulton County, Georgia",259.0,138.0,1.0,13,121,011616
"Census Tract 116.17, Fulton County, Georgia",304.0,56.0,51.0,13,121,011617
"Census Tract 116.18, Fulton County, Georgia",68.0,68.0,0.0,13,121,011618
"Census Tract 116.19, Fulton County, Georgia",283.0,140.0,0.0,13,121,011619
"Census Tract 116.20, Fulton County, Georgia",95.0,95.0,0.0,13,121,011620
"Census Tract 116.21, Fulton County, Georgia",189.0,49.0,47.0,13,121,011621
"Census Tract 116.22, Fulton County, Georgia",254.0,173.0,60.0,13,121,011622
"Census Tract 116.23, Fulton County, Georgia",86.0,58.0,0.0,13,121,011623
"Census Tract 116.24, Fulton County, Georgia",36.0,0.0,36.0,13,121,011624
"Census Tract 116.25, Fulton County, Georgia",195.0,105.0,46.0,13,121,011625
"Census Tract 116.26, Fulton County, Georgia",177.0,177.0,0.0,13,121,011626
"Census Tract 118, Fulton County, Georgia",528.0,77.0,19.0,13,121,011800
"Census Tract 119, Fulton County, Georgia",334.0,132.0,0.0,13,121,011900
"Census Tract 120, Fulton County, Georgia",262.0,117.0,0.0,13,121,012000
"Census Tract 105.11, Fulton County, Georgia",563.0,150.0,34.0,13,121,010511
"Census Tract 105.14, Fulton County, Georgia",243.0,0.0,180.0,13,121,010514
"Census Tract 113.01, Fulton County, Georgia",401.0,76.0,47.0,13,121,011301
"Census Tract 114.10, Fulton County, Georgia",157.0,88.0,0.0,13,121,011410
"Census Tract 114.11, Fulton County, Georgia",154.0,0.0,117.0,13,121,011411
"Census Tract 114.14, Fulton County, Georgia",255.0,115.0,37.0,13,121,011414
"Census Tract 68.02, Fulton County, Georgia",75.0,63.0,0.0,13,121,006802
"Census Tract 62, Fulton County, Georgia",230.0,0.0,47.0,13,121,006200
"Census Tract 65, Fulton County, Georgia",379.0,87.0,23.0,13,121,006500
"Census Tract 10.02, Fulton County, Georgia",70.0,17.0,0.0,13,121,001002
"Census Tract 12.02, Fulton County, Georgia",656.0,143.0,68.0,13,121,001202
"Census Tract 10.01, Fulton County, Georgia",351.0,82.0,30.0,13,121,001001
"Census Tract 12.01, Fulton County, Georgia",34.0,0.0,0.0,13,121,001201
"Census Tract 76.03, Fulton County, Georgia",465.0,158.0,0.0,13,121,007603
"Census Tract 76.04, Fulton County, Georgia",507.0,96.0,0.0,13,121,007604
"Census Tract 77.03, Fulton County, Georgia",254.0,106.0,47.0,13,121,007703
"Census Tract 123, Fulton County, Georgia",451.0,129.0,37.0,13,121,012300
"Census Tract 9800, Fulton County, Georgia",0.0,0.0,0.0,13,121,980000
"Census Tract 77.04, Fulton County, Georgia",440.0,131.0,15.0,13,121,007704
"Census Tract 77.05, Fulton County, Georgia",472.0,308.0,24.0,13,121,007705
"Census Tract 77.06, Fulton County, Georgia",537.0,361.0,0.0,13,121,007706
"Census Tract 89.03, Fulton County, Georgia",36.0,0.0,0.0,13,121,008903
"Census Tract 89.04, Fulton County, Georgia",339.0,157.0,15.0,13,121,008904
"Census Tract 91.01, Fulton County, Georgia",578.0,162.0,47.0,13,121,009101
"Census Tract 91.02, Fulton County, Georgia",472.0,134.0,0.0,13,121,009102
"Census Tract 87, Fulton County, Georgia",223.0,0.0,28.0,13,121,008700
"Census Tract 95.01, Fulton County, Georgia",390.0,82.0,72.0,13,121,009501
"Census Tract 94.03, Fulton County, Georgia",286.0,158.0,0.0,13,121,009403
"Census Tract 94.04, Fulton County, Georgia",302.0,44.0,15.0,13,121,009404
"Census Tract 95.02, Fulton County, Georgia",731.0,246.0,0.0,13,121,009502
"Census Tract 96.01, Fulton County, Georgia",253.0,133.0,47.0,13,121,009601
"Census Tract 96.02, Fulton County, Georgia",492.0,203.0,0.0,13,121,009602
"Census Tract 96.03, Fulton County, Georgia",664.0,81.0,90.0,13,121,009603
"Census Tract 98.01, Fulton County, Georgia",350.0,140.0,0.0,13,121,009801
"Census Tract 98.02, Fulton County, Georgia",298.0,54.0,57.0,13,121,009802
"Census Tract 100.01, Fulton County, Georgia",679.0,201.0,115.0,13,121,010001
"Census Tract 100.02, Fulton County, Georgia",706.0,175.0,104.0,13,121,010002
"Census Tract 101.13, Fulton County, Georgia",573.0,290.0,58.0,13,121,010113
"Census Tract 101.15, Fulton County, Georgia",36.0,13.0,0.0,13,121,010115
"Census Tract 101.14, Fulton County, Georgia",184.0,72.0,16.0,13,121,010114
"Census Tract 101.17, Fulton County, Georgia",63.0,53.0,0.0,13,121,010117
"Census Tract 101.18, Fulton County, Georgia",297.0,208.0,0.0,13,121,010118
"Census Tract 101.19, Fulton County, Georgia",189.0,189.0,0.0,13,121,010119
"Census Tract 101.20, Fulton County, Georgia",128.0,68.0,0.0,13,121,010120
"Census Tract 101.21, Fulton County, Georgia",127.0,51.0,22.0,13,121,010121
"Census Tract 66.01, Fulton County, Georgia",300.0,65.0,55.0,13,121,006601
"Census Tract 70.01, Fulton County, Georgia",454.0,56.0,8.0,13,121,007001
"Census Tract 11, Fulton County, Georgia",1175.0,172.0,56.0,13,121,001100
"Census Tract 14, Fulton County, Georgia",117.0,58.0,0.0,13,121,001400
"Census Tract 18, Fulton County, Georgia",224.0,84.0,54.0,13,121,001800
"Census Tract 32, Fulton County, Georgia",232.0,38.0,7.0,13,121,003200
"Census Tract 36, Fulton County, Georgia",119.0,41.0,0.0,13,121,003600
"Census Tract 68.01, Fulton County, Georgia",0.0,0.0,0.0,13,121,006801
"Census Tract 88, Fulton County, Georgia",522.0,26.0,64.0,13,121,008800
"Census Tract 105.12, Fulton County, Georgia",617.0,308.0,68.0,13,121,010512
"Census Tract 105.13, Fulton County, Georgia",599.0,0.0,60.0,13,121,010513
"Census Tract 106.01, Fulton County, Georgia",242.0,91.0,23.0,13,121,010601
"Census Tract 106.04, Fulton County, Georgia",651.0,223.0,0.0,13,121,010604
"Census Tract 112.02, Fulton County, Georgia",745.0,209.0,33.0,13,121,011202
"Census Tract 7, Fulton County, Georgia",70.0,0.0,16.0,13,121,000700
"Census Tract 13, Fulton County, Georgia",288.0,102.0,0.0,13,121,001300
"Census Tract 38, Fulton County, Georgia",141.0,15.0,0.0,13,121,003800
"Census Tract 40, Fulton County, Georgia",323.0,24.0,12.0,13,121,004000
"Census Tract 42, Fulton County, Georgia",187.0,62.0,70.0,13,121,004200
"Census Tract 49, Fulton County, Georgia",239.0,77.0,0.0,13,121,004900
"Census Tract 28, Fulton County, Georgia",314.0,108.0,14.0,13,121,002800
"Census Tract 48, Fulton County, Georgia",56.0,35.0,0.0,13,121,004800
"Census Tract 53, Fulton County, Georgia",168.0,0.0,25.0,13,121,005300
"Census Tract 81.01, Fulton County, Georgia",13.0,0.0,0.0,13,121,008101
"Census Tract 105.10, Fulton County, Georgia",493.0,0.0,66.0,13,121,010510
"Census Tract 5, Fulton County, Georgia",754.0,61.0,43.0,13,121,000500
"Census Tract 16, Fulton County, Georgia",256.0,0.0,0.0,13,121,001600
"Census Tract 31, Fulton County, Georgia",126.0,34.0,18.0,13,121,003100
"Census Tract 55.01, Fulton County, Georgia",245.0,48.0,21.0,13,121,005501
"Census Tract 57, Fulton County, Georgia",266.0,31.0,55.0,13,121,005700
"Census Tract 60, Fulton County, Georgia",355.0,17.0,18.0,13,121,006000
"Census Tract 66.02, Fulton County, Georgia",152.0,19.0,0.0,13,121,006602
"Census Tract 507.09, Gwinnett County, Georgia",194.0,36.0,34.0,13,135,050709
"Census Tract 503.14, Gwinnett County, Georgia",172.0,34.0,72.0,13,135,050314
"Census Tract 503.15, Gwinnett County, Georgia",163.0,117.0,0.0,13,135,050315
"Census Tract 504.15, Gwinnett County, Georgia",80.0,9.0,0.0,13,135,050415
"Census Tract 504.25, Gwinnett County, Georgia",79.0,31.0,0.0,13,135,050425
"Census Tract 504.29, Gwinnett County, Georgia",128.0,42.0,0.0,13,135,050429
"Census Tract 501.05, Gwinnett County, Georgia",111.0,18.0,0.0,13,135,050105
"Census Tract 502.05, Gwinnett County, Georgia",53.0,53.0,0.0,13,135,050205
"Census Tract 505.35, Gwinnett County, Georgia",54.0,0.0,54.0,13,135,050535
"Census Tract 505.36, Gwinnett County, Georgia",113.0,50.0,30.0,13,135,050536
"Census Tract 505.37, Gwinnett County, Georgia",193.0,145.0,0.0,13,135,050537
"Census Tract 505.38, Gwinnett County, Georgia",82.0,42.0,40.0,13,135,050538
"Census Tract 505.39, Gwinnett County, Georgia",95.0,86.0,0.0,13,135,050539
"Census Tract 505.40, Gwinnett County, Georgia",150.0,69.0,0.0,13,135,050540
"Census Tract 505.41, Gwinnett County, Georgia",398.0,398.0,0.0,13,135,050541
"Census Tract 505.42, Gwinnett County, Georgia",165.0,136.0,0.0,13,135,050542
"Census Tract 505.43, Gwinnett County, Georgia",0.0,0.0,0.0,13,135,050543
"Census Tract 505.44, Gwinnett County, Georgia",292.0,46.0,117.0,13,135,050544
"Census Tract 505.47, Gwinnett County, Georgia",0.0,0.0,0.0,13,135,050547
"Census Tract 505.48, Gwinnett County, Georgia",129.0,54.0,0.0,13,135,050548
"Census Tract 505.45, Gwinnett County, Georgia",215.0,161.0,0.0,13,135,050545
"Census Tract 505.46, Gwinnett County, Georgia",119.0,88.0,0.0,13,135,050546
"Census Tract 505.49, Gwinnett County, Georgia",39.0,0.0,0.0,13,135,050549
"Census Tract 506.05, Gwinnett County, Georgia",184.0,71.0,41.0,13,135,050605
"Census Tract 506.06, Gwinnett County, Georgia",369.0,129.0,51.0,13,135,050606
"Census Tract 506.07, Gwinnett County, Georgia",189.0,0.0,189.0,13,135,050607
"Census Tract 506.08, Gwinnett County, Georgia",373.0,0.0,124.0,13,135,050608
"Census Tract 506.09, Gwinnett County, Georgia",186.0,0.0,115.0,13,135,050609
"Census Tract 506.10, Gwinnett County, Georgia",186.0,106.0,0.0,13,135,050610
"Census Tract 507.22, Gwinnett County, Georgia",34.0,0.0,25.0,13,135,050722
"Census Tract 507.23, Gwinnett County, Georgia",143.0,0.0,68.0,13,135,050723
"Census Tract 507.24, Gwinnett County, Georgia",82.0,0.0,0.0,13,135,050724
"Census Tract 507.25, Gwinnett County, Georgia",103.0,18.0,15.0,13,135,050725
"Census Tract 507.26, Gwinnett County, Georgia",106.0,37.0,0.0,13,135,050726
"Census Tract 507.27, Gwinnett County, Georgia",134.0,0.0,91.0,13,135,050727
"Census Tract 507.28, Gwinnett County, Georgia",459.0,0.0,203.0,13,135,050728
"Census Tract 507.29, Gwinnett County, Georgia",72.0,57.0,5.0,13,135,050729
"Census Tract 507.30, Gwinnett County, Georgia",158.0,45.0,50.0,13,135,050730
"Census Tract 507.31, Gwinnett County, Georgia",318.0,0.0,204.0,13,135,050731
"Census Tract 502.14, Gwinnett County, Georgia",196.0,101.0,95.0,13,135,050214
"Census Tract 502.15, Gwinnett County, Georgia",62.0,33.0,18.0,13,135,050215
"Census Tract 502.16, Gwinnett County, Georgia",475.0,152.0,85.0,13,135,050216
"Census Tract 502.17, Gwinnett County, Georgia",556.0,413.0,57.0,13,135,050217
"Census Tract 502.18, Gwinnett County, Georgia",44.0,18.0,0.0,13,135,050218
"Census Tract 502.19, Gwinnett County, Georgia",26.0,0.0,0.0,13,135,050219
"Census Tract 502.20, Gwinnett County, Georgia",200.0,118.0,0.0,13,135,050220
"Census Tract 503.17, Gwinnett County, Georgia",198.0,108.0,10.0,13,135,050317
"Census Tract 503.18, Gwinnett County, Georgia",88.0,88.0,0.0,13,135,050318
"Census Tract 503.20, Gwinnett County, Georgia",147.0,59.0,10.0,13,135,050320
"Census Tract 503.19, Gwinnett County, Georgia",40.0,17.0,0.0,13,135,050319
"Census Tract 503.08, Gwinnett County, Georgia",20.0,0.0,20.0,13,135,050308
"Census Tract 504.17, Gwinnett County, Georgia",188.0,114.0,0.0,13,135,050417
"Census Tract 504.27, Gwinnett County, Georgia",35.0,0.0,0.0,13,135,050427
"Census Tract 507.13, Gwinnett County, Georgia",65.0,0.0,65.0,13,135,050713
"Census Tract 507.19, Gwinnett County, Georgia",132.0,72.0,40.0,13,135,050719
"Census Tract 501.03, Gwinnett County, Georgia",336.0,121.0,106.0,13,135,050103
"Census Tract 503.13, Gwinnett County, Georgia",99.0,0.0,0.0,13,135,050313
"Census Tract 504.16, Gwinnett County, Georgia",72.0,21.0,18.0,13,135,050416
"Census Tract 504.18, Gwinnett County, Georgia",219.0,115.0,0.0,13,135,050418
"Census Tract 504.22, Gwinnett County, Georgia",128.0,60.0,0.0,13,135,050422
"Census Tract 504.24, Gwinnett County, Georgia",116.0,62.0,0.0,13,135,050424
"Census Tract 505.20, Gwinnett County, Georgia",133.0,45.0,49.0,13,135,050520
"Census Tract 505.21, Gwinnett County, Georgia",93.0,54.0,0.0,13,135,050521
"Census Tract 507.15, Gwinnett County, Georgia",30.0,1.0,0.0,13,135,050715
"Census Tract 503.10, Gwinnett County, Georgia",52.0,0.0,16.0,13,135,050310
"Census Tract 507.21, Gwinnett County, Georgia",179.0,0.0,37.0,13,135,050721
"Census Tract 503.11, Gwinnett County, Georgia",55.0,0.0,0.0,13,135,050311
"Census Tract 504.19, Gwinnett County, Georgia",274.0,128.0,46.0,13,135,050419
"Census Tract 503.09, Gwinnett County, Georgia",158.0,70.0,21.0,13,135,050309
"Census Tract 504.30, Gwinnett County, Georgia",71.0,53.0,0.0,13,135,050430
"Census Tract 507.14, Gwinnett County, Georgia",97.0,0.0,46.0,13,135,050714
"Census Tract 507.18, Gwinnett County, Georgia",75.0,0.0,31.0,13,135,050718
"Census Tract 501.06, Gwinnett County, Georgia",338.0,304.0,0.0,13,135,050106
"Census Tract 504.21, Gwinnett County, Georgia",193.0,157.0,0.0,13,135,050421
"Census Tract 504.23, Gwinnett County, Georgia",331.0,195.0,0.0,13,135,050423
"Census Tract 505.11, Gwinnett County, Georgia",175.0,156.0,19.0,13,135,050511
"Census Tract 501.07, Gwinnett County, Georgia",174.0,0.0,64.0,13,135,050107
"Census Tract 501.08, Gwinnett County, Georgia",111.0,0.0,64.0,13,135,050108
"Census Tract 501.09, Gwinnett County, Georgia",69.0,0.0,31.0,13,135,050109
"Census Tract 502.08, Gwinnett County, Georgia",49.0,49.0,0.0,13,135,050208
"Census Tract 502.09, Gwinnett County, Georgia",206.0,44.0,0.0,13,135,050209
"Census Tract 502.10, Gwinnett County, Georgia",248.0,87.0,54.0,13,135,050210
"Census Tract 502.11, Gwinnett County, Georgia",177.0,137.0,0.0,13,135,050211
"Census Tract 502.12, Gwinnett County, Georgia",43.0,12.0,0.0,13,135,050212
"Census Tract 502.13, Gwinnett County, Georgia",56.0,56.0,0.0,13,135,050213
"Census Tract 503.21, Gwinnett County, Georgia",8.0,8.0,0.0,13,135,050321
"Census Tract 503.22, Gwinnett County, Georgia",49.0,0.0,9.0,13,135,050322
"Census Tract 504.31, Gwinnett County, Georgia",149.0,103.0,14.0,13,135,050431
"Census Tract 504.32, Gwinnett County, Georgia",112.0,0.0,0.0,13,135,050432
"Census Tract 504.33, Gwinnett County, Georgia",133.0,54.0,0.0,13,135,050433
"Census Tract 504.34, Gwinnett County, Georgia",215.0,147.0,0.0,13,135,050434
"Census Tract 504.35, Gwinnett County, Georgia",51.0,0.0,0.0,13,135,050435
"Census Tract 504.36, Gwinnett County, Georgia",76.0,0.0,0.0,13,135,050436
"Census Tract 505.25, Gwinnett County, Georgia",62.0,0.0,0.0,13,135,050525
"Census Tract 505.26, Gwinnett County, Georgia",165.0,105.0,0.0,13,135,050526
"Census Tract 505.27, Gwinnett County, Georgia",0.0,0.0,0.0,13,135,050527
"Census Tract 505.23, Gwinnett County, Georgia",235.0,188.0,0.0,13,135,050523
"Census Tract 505.24, Gwinnett County, Georgia",201.0,150.0,25.0,13,135,050524
"Census Tract 505.28, Gwinnett County, Georgia",64.0,0.0,36.0,13,135,050528
"Census Tract 505.29, Gwinnett County, Georgia",0.0,0.0,0.0,13,135,050529
"Census Tract 505.30, Gwinnett County, Georgia",34.0,34.0,0.0,13,135,050530
"Census Tract 505.31, Gwinnett County, Georgia",27.0,27.0,0.0,13,135,050531
"Census Tract 505.32, Gwinnett County, Georgia",210.0,48.0,39.0,13,135,050532
"Census Tract 505.33, Gwinnett County, Georgia",71.0,71.0,0.0,13,135,050533
"Census Tract 505.34, Gwinnett County, Georgia",44.0,0.0,44.0,13,135,050534
"Census Tract 505.22, Gwinnett County, Georgia",91.0,47.0,44.0,13,135,050522
"Census Tract 507.20, Gwinnett County, Georgia",108.0,0.0,45.0,13,135,050720
"Census Tract 503.04, Gwinnett County, Georgia",268.0,154.0,27.0,13,135,050304
"Census Tract 503.06, Gwinnett County, Georgia",116.0,0.0,23.0,13,135,050306
"Census Tract 504.26, Gwinnett County, Georgia",67.0,0.0,0.0,13,135,050426
"Census Tract 507.12, Gwinnett County, Georgia",77.0,0.0,77.0,13,135,050712
"Census Tract 504.10, Gwinnett County, Georgia",202.0,26.0,28.0,13,135,050410
"Census Tract 504.28, Gwinnett County, Georgia",52.0,0.0,0.0,13,135,050428
"Census Tract 403.02, Clayton County, Georgia",262.0,91.0,0.0,13,063,040302
"Census Tract 403.03, Clayton County, Georgia",309.0,96.0,0.0,13,063,040303
"Census Tract 405.10, Clayton County, Georgia",250.0,225.0,0.0,13,063,040510
"Census Tract 405.16, Clayton County, Georgia",384.0,92.0,197.0,13,063,040516
"Census Tract 406.14, Clayton County, Georgia",197.0,126.0,45.0,13,063,040614
"Census Tract 402.02, Clayton County, Georgia",132.0,132.0,0.0,13,063,040202
"Census Tract 404.13, Clayton County, Georgia",290.0,33.0,25.0,13,063,040413
"Census Tract 404.11, Clayton County, Georgia",451.0,0.0,0.0,13,063,040411
"Census Tract 404.12, Clayton County, Georgia",437.0,213.0,0.0,13,063,040412
"Census Tract 405.14, Clayton County, Georgia",278.0,242.0,0.0,13,063,040514
"Census Tract 405.12, Clayton County, Georgia",184.0,109.0,0.0,13,063,040512
"Census Tract 406.13, Clayton County, Georgia",255.0,118.0,0.0,13,063,040613
"Census Tract 405.15, Clayton County, Georgia",216.0,99.0,0.0,13,063,040515
"Census Tract 406.11, Clayton County, Georgia",481.0,381.0,36.0,13,063,040611
"Census Tract 403.08, Clayton County, Georgia",270.0,127.0,23.0,13,063,040308
"Census Tract 406.12, Clayton County, Georgia",234.0,113.0,23.0,13,063,040612
"Census Tract 404.09, Clayton County, Georgia",238.0,104.0,0.0,13,063,040409
"Census Tract 404.10, Clayton County, Georgia",293.0,33.0,30.0,13,063,040410
"Census Tract 405.09, Clayton County, Georgia",182.0,68.0,46.0,13,063,040509
"Census Tract 404.07, Clayton County, Georgia",176.0,5.0,27.0,13,063,040407
"Census Tract 405.18, Clayton County, Georgia",185.0,145.0,40.0,13,063,040518
"Census Tract 406.06, Clayton County, Georgia",229.0,0.0,62.0,13,063,040606
"Census Tract 406.08, Clayton County, Georgia",344.0,33.0,26.0,13,063,040608
"Census Tract 406.09, Clayton County, Georgia",380.0,194.0,45.0,13,063,040609
"Census Tract 405.13, Clayton County, Georgia",138.0,0.0,0.0,13,063,040513
"Census Tract 404.08, Clayton County, Georgia",499.0,186.0,67.0,13,063,040408
"Census Tract 402.03, Clayton County, Georgia",258.0,258.0,0.0,13,063,040203
"Census Tract 402.04, Clayton County, Georgia",209.0,179.0,0.0,13,063,040204
"Census Tract 403.06, Clayton County, Georgia",223.0,142.0,0.0,13,063,040306
"Census Tract 403.07, Clayton County, Georgia",217.0,53.0,0.0,13,063,040307
"Census Tract 404.14, Clayton County, Georgia",76.0,22.0,0.0,13,063,040414
"Census Tract 404.15, Clayton County, Georgia",399.0,320.0,0.0,13,063,040415
"Census Tract 404.16, Clayton County, Georgia",110.0,54.0,0.0,13,063,040416
"Census Tract 404.17, Clayton County, Georgia",334.0,249.0,17.0,13,063,040417
"Census Tract 405.19, Clayton County, Georgia",120.0,120.0,0.0,13,063,040519
"Census Tract 405.20, Clayton County, Georgia",211.0,211.0,0.0,13,063,040520
"Census Tract 405.21, Clayton County, Georgia",141.0,24.0,66.0,13,063,040521
"Census Tract 405.22, Clayton County, Georgia",257.0,249.0,0.0,13,063,040522
"Census Tract 405.23, Clayton County, Georgia",71.0,50.0,0.0,13,063,040523
"Census Tract 405.24, Clayton County, Georgia",146.0,146.0,0.0,13,063,040524
"Census Tract 405.25, Clayton County, Georgia",58.0,37.0,0.0,13,063,040525
"Census Tract 405.26, Clayton County, Georgia",181.0,108.0,43.0,13,063,040526
"Census Tract 406.15, Clayton County, Georgia",61.0,19.0,0.0,13,063,040615
"Census Tract 406.16, Clayton County, Georgia",406.0,207.0,0.0,13,063,040616
"Census Tract 406.17, Clayton County, Georgia",82.0,33.0,10.0,13,063,040617
"Census Tract 406.19, Clayton County, Georgia",84.0,5.0,0.0,13,063,040619
"Census Tract 406.20, Clayton County, Georgia",105.0,39.0,0.0,13,063,040620
"Census Tract 406.21, Clayton County, Georgia",65.0,17.0,48.0,13,063,040621
"Census Tract 406.22, Clayton County, Georgia",206.0,88.0,55.0,13,063,040622
"Census Tract 9800, Clayton County, Georgia",0.0,0.0,0.0,13,063,980000
"Census Tract 701.07, Henry County, Georgia",124.0,8.0,0.0,13,151,070107
"Census Tract 701.08, Henry County, Georgia",151.0,8.0,37.0,13,151,070108
"Census Tract 701.09, Henry County, Georgia",25.0,0.0,0.0,13,151,070109
"Census Tract 701.10, Henry County, Georgia",98.0,0.0,0.0,13,151,070110
"Census Tract 701.11, Henry County, Georgia",368.0,125.0,0.0,13,151,070111
"Census Tract 701.13, Henry County, Georgia",132.0,43.0,15.0,13,151,070113
"Census Tract 702.04, Henry County, Georgia",96.0,23.0,0.0,13,151,070204
"Census Tract 703.07, Henry County, Georgia",190.0,69.0,27.0,13,151,070307
"Census Tract 703.10, Henry County, Georgia",132.0,17.0,0.0,13,151,070310
"Census Tract 703.11, Henry County, Georgia",406.0,160.0,0.0,13,151,070311
"Census Tract 704.03, Henry County, Georgia",267.0,21.0,86.0,13,151,070403
"Census Tract 704.04, Henry County, Georgia",189.0,0.0,32.0,13,151,070404
"Census Tract 705.01, Henry County, Georgia",173.0,40.0,0.0,13,151,070501
"Census Tract 701.14, Henry County, Georgia",322.0,232.0,0.0,13,151,070114
"Census Tract 703.04, Henry County, Georgia",333.0,261.0,0.0,13,151,070304
"Census Tract 701.06, Henry County, Georgia",188.0,18.0,70.0,13,151,070106
"Census Tract 703.06, Henry County, Georgia",49.0,0.0,0.0,13,151,070306
"Census Tract 702.03, Henry County, Georgia",228.0,0.0,31.0,13,151,070203
"Census Tract 703.05, Henry County, Georgia",424.0,151.0,81.0,13,151,070305
"Census Tract 704.02, Henry County, Georgia",287.0,0.0,43.0,13,151,070402
"Census Tract 701.04, Henry County, Georgia",278.0,0.0,0.0,13,151,070104
"Census Tract 702.02, Henry County, Georgia",89.0,0.0,38.0,13,151,070202
"Census Tract 702.05, Henry County, Georgia",299.0,181.0,0.0,13,151,070205
"Census Tract 703.09, Henry County, Georgia",47.0,0.0,0.0,13,151,070309
"Census Tract 705.02, Henry County, Georgia",549.0,66.0,141.0,13,151,070502
"Census Tract 1206.05, Paulding County, Georgia",87.0,0.0,24.0,13,223,120605
"Census Tract 1201.01, Paulding County, Georgia",100.0,0.0,66.0,13,223,120101
"Census Tract 1201.02, Paulding County, Georgia",96.0,0.0,51.0,13,223,120102
"Census Tract 1201.03, Paulding County, Georgia",34.0,0.0,0.0,13,223,120103
"Census Tract 1201.04, Paulding County, Georgia",82.0,0.0,18.0,13,223,120104
"Census Tract 1202.03, Paulding County, Georgia",124.0,0.0,0.0,13,223,120203
"Census Tract 1202.04, Paulding County, Georgia",20.0,0.0,0.0,13,223,120204
"Census Tract 1203.01, Paulding County, Georgia",244.0,35.0,33.0,13,223,120301
"Census Tract 1203.02, Paulding County, Georgia",445.0,166.0,37.0,13,223,120302
"Census Tract 1203.03, Paulding County, Georgia",10.0,0.0,0.0,13,223,120303
"Census Tract 1205.01, Paulding County, Georgia",260.0,0.0,65.0,13,223,120501
"Census Tract 1205.02, Paulding County, Georgia",304.0,0.0,136.0,13,223,120502
"Census Tract 1205.03, Paulding County, Georgia",56.0,0.0,0.0,13,223,120503
"Census Tract 1206.01, Paulding County, Georgia",63.0,0.0,0.0,13,223,120601
"Census Tract 1206.02, Paulding County, Georgia",287.0,0.0,52.0,13,223,120602
"Census Tract 1202.02, Paulding County, Georgia",352.0,0.0,121.0,13,223,120202
