NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract
"Census Tract 220.05, DeKalb County, Georgia",1845.0,587.0,45.0,12.0,169.0,377.0,444.0,143.0,68.0,13,089,022005
"Census Tract 226, DeKalb County, Georgia",3378.0,1139.0,522.0,82.0,234.0,74.0,137.0,31.0,1159.0,13,089,022600
"Census Tract 231.07, DeKalb County, Georgia",2050.0,1887.0,0.0,22.0,82.0,0.0,44.0,0.0,15.0,13,089,023107
"Census Tract 235.01, DeKalb County, Georgia",1555.0,1215.0,0.0,39.0,102.0,135.0,27.0,21.0,16.0,13,089,023501
"Census Tract 236.03, DeKalb County, Georgia",1607.0,1079.0,10.0,19.0,114.0,151.0,107.0,32.0,85.0,13,089,023603
"Census Tract 237, DeKalb County, Georgia",2739.0,1479.0,291.0,17.0,122.0,262.0,437.0,131.0,0.0,13,089,023700
"Census Tract 238.01, DeKalb County, Georgia",2025.0,1528.0,234.0,0.0,74.0,88.0,42.0,8.0,10.0,13,089,023801
"Census Tract 232.10, DeKalb County, Georgia",2910.0,1669.0,53.0,0.0,92.0,522.0,540.0,34.0,0.0,13,089,023210
"Census Tract 232.13, DeKalb County, Georgia",2363.0,1442.0,69.0,34.0,241.0,300.0,79.0,142.0,56.0,13,089,023213
"Census Tract 232.14, DeKalb County, Georgia",2618.0,1164.0,404.0,0.0,31.0,400.0,558.0,51.0,10.0,13,089,023214
"Census Tract 231.15, DeKalb County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,089,023115
"Census Tract 233.11, DeKalb County, Georgia",1601.0,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,089,023311
"Census Tract 233.12, DeKalb County, Georgia",3682.0,3215.0,267.0,0.0,0.0,98.0,102.0,0.0,0.0,13,089,023312
"Census Tract 233.13, DeKalb County, Georgia",1761.0,1434.0,295.0,32.0,0.0,0.0,0.0,0.0,0.0,13,089,023313
"Census Tract 233.14, DeKalb County, Georgia",2383.0,2040.0,248.0,0.0,0.0,0.0,38.0,0.0,0.0,13,089,023314
"Census Tract 208.02, DeKalb County, Georgia",2053.0,1464.0,40.0,110.0,9.0,93.0,81.0,61.0,183.0,13,089,020802
"Census Tract 217.03, DeKalb County, Georgia",1845.0,1750.0,21.0,0.0,0.0,0.0,22.0,0.0,52.0,13,089,021703
"Census Tract 218.08, DeKalb County, Georgia",1751.0,940.0,160.0,8.0,413.0,76.0,145.0,0.0,0.0,13,089,021808
"Census Tract 219.08, DeKalb County, Georgia",2387.0,704.0,114.0,0.0,217.0,498.0,681.0,137.0,36.0,13,089,021908
"Census Tract 219.09, DeKalb County, Georgia",3101.0,985.0,155.0,6.0,261.0,638.0,903.0,94.0,49.0,13,089,021909
"Census Tract 212.02, DeKalb County, Georgia",3547.0,2401.0,232.0,16.0,58.0,38.0,0.0,181.0,621.0,13,089,021202
"Census Tract 235.05, DeKalb County, Georgia",1192.0,1050.0,112.0,0.0,0.0,30.0,0.0,0.0,0.0,13,089,023505
"Census Tract 224.03, DeKalb County, Georgia",1601.0,1407.0,0.0,39.0,83.0,0.0,0.0,0.0,72.0,13,089,022403
"Census Tract 235.07, DeKalb County, Georgia",1751.0,1607.0,60.0,0.0,0.0,48.0,27.0,0.0,0.0,13,089,023507
"Census Tract 238.03, DeKalb County, Georgia",2276.0,2143.0,64.0,23.0,0.0,0.0,0.0,10.0,0.0,13,089,023803
"Census Tract 203, DeKalb County, Georgia",1725.0,1240.0,109.0,73.0,141.0,39.0,88.0,24.0,11.0,13,089,020300
"Census Tract 206, DeKalb County, Georgia",1170.0,506.0,110.0,77.0,52.0,114.0,19.0,47.0,209.0,13,089,020600
"Census Tract 216.04, DeKalb County, Georgia",1303.0,1141.0,123.0,10.0,29.0,0.0,0.0,0.0,0.0,13,089,021604
"Census Tract 219.10, DeKalb County, Georgia",2345.0,995.0,583.0,0.0,28.0,277.0,363.0,80.0,19.0,13,089,021910
"Census Tract 219.12, DeKalb County, Georgia",1500.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,089,021912
"Census Tract 219.13, DeKalb County, Georgia",2496.0,149.0,184.0,38.0,127.0,597.0,1207.0,114.0,51.0,13,089,021913
"Census Tract 220.09, DeKalb County, Georgia",2219.0,113.0,139.0,29.0,82.0,630.0,852.0,251.0,91.0,13,089,022009
"Census Tract 220.10, DeKalb County, Georgia",682.0,517.0,14.0,6.0,8.0,107.0,15.0,0.0,9.0,13,089,022010
"Census Tract 222.03, DeKalb County, Georgia",1303.0,276.0,45.0,23.0,0.0,45.0,342.0,264.0,308.0,13,089,022203
"Census Tract 222.04, DeKalb County, Georgia",3155.0,1010.0,222.0,117.0,45.0,435.0,688.0,367.0,271.0,13,089,022204
"Census Tract 231.11, DeKalb County, Georgia",752.0,596.0,137.0,5.0,6.0,8.0,0.0,0.0,0.0,13,089,023111
"Census Tract 231.12, DeKalb County, Georgia",2438.0,262.0,154.0,54.0,305.0,803.0,403.0,398.0,59.0,13,089,023112
"Census Tract 231.13, DeKalb County, Georgia",1449.0,404.0,170.0,0.0,106.0,220.0,482.0,46.0,21.0,13,089,023113
"Census Tract 231.14, DeKalb County, Georgia",951.0,935.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13,089,023114
"Census Tract 216.02, DeKalb County, Georgia",2033.0,769.0,371.0,0.0,189.0,202.0,169.0,142.0,181.0,13,089,021602
"Census Tract 217.04, DeKalb County, Georgia",2421.0,1966.0,68.0,10.0,199.0,90.0,88.0,0.0,0.0,13,089,021704
"Census Tract 217.05, DeKalb County, Georgia",2622.0,557.0,187.0,0.0,366.0,390.0,380.0,393.0,341.0,13,089,021705
"Census Tract 220.01, DeKalb County, Georgia",2142.0,1560.0,55.0,0.0,0.0,98.0,167.0,189.0,73.0,13,089,022001
"Census Tract 220.07, DeKalb County, Georgia",1126.0,114.0,58.0,11.0,244.0,245.0,247.0,127.0,80.0,13,089,022007
"Census Tract 224.01, DeKalb County, Georgia",2027.0,944.0,161.0,12.0,65.0,276.0,207.0,192.0,170.0,13,089,022401
"Census Tract 221, DeKalb County, Georgia",1573.0,618.0,159.0,20.0,51.0,239.0,172.0,175.0,139.0,13,089,022100
"Census Tract 227, DeKalb County, Georgia",1831.0,1446.0,66.0,72.0,55.0,71.0,38.0,72.0,11.0,13,089,022700
"Census Tract 232.04, DeKalb County, Georgia",2577.0,2376.0,115.0,0.0,0.0,75.0,0.0,0.0,0.0,13,089,023204
"Census Tract 235.06, DeKalb County, Georgia",2555.0,1805.0,116.0,0.0,56.0,189.0,234.0,41.0,59.0,13,089,023506
"Census Tract 234.12, DeKalb County, Georgia",2623.0,1848.0,275.0,0.0,15.0,158.0,199.0,128.0,0.0,13,089,023412
"Census Tract 234.16, DeKalb County, Georgia",2623.0,2013.0,75.0,0.0,0.0,98.0,141.0,224.0,72.0,13,089,023416
"Census Tract 205, DeKalb County, Georgia",1838.0,1000.0,202.0,137.0,19.0,86.0,149.0,28.0,217.0,13,089,020500
"Census Tract 209, DeKalb County, Georgia",2969.0,2446.0,48.0,93.0,45.0,139.0,17.0,32.0,149.0,13,089,020900
"Census Tract 207, DeKalb County, Georgia",1231.0,722.0,81.0,0.0,158.0,87.0,62.0,57.0,64.0,13,089,020700
"Census Tract 212.04, DeKalb County, Georgia",857.0,73.0,22.0,65.0,198.0,242.0,225.0,16.0,0.0,13,089,021204
"Census Tract 212.13, DeKalb County, Georgia",1239.0,1190.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,13,089,021213
"Census Tract 218.05, DeKalb County, Georgia",2755.0,1891.0,262.0,65.0,127.0,142.0,168.0,47.0,53.0,13,089,021805
"Census Tract 220.04, DeKalb County, Georgia",1795.0,1355.0,17.0,0.0,48.0,157.0,81.0,121.0,0.0,13,089,022004
"Census Tract 232.08, DeKalb County, Georgia",2514.0,1634.0,315.0,9.0,22.0,177.0,297.0,44.0,16.0,13,089,023208
"Census Tract 232.12, DeKalb County, Georgia",1469.0,1157.0,71.0,0.0,7.0,99.0,80.0,41.0,14.0,13,089,023212
"Census Tract 235.04, DeKalb County, Georgia",1587.0,765.0,115.0,8.0,168.0,301.0,115.0,56.0,50.0,13,089,023504
"Census Tract 236.02, DeKalb County, Georgia",1083.0,896.0,10.0,0.0,51.0,111.0,15.0,0.0,0.0,13,089,023602
"Census Tract 201, DeKalb County, Georgia",803.0,558.0,85.0,23.0,0.0,0.0,30.0,36.0,71.0,13,089,020100
"Census Tract 213.01, DeKalb County, Georgia",1857.0,342.0,173.0,49.0,131.0,180.0,523.0,300.0,117.0,13,089,021301
"Census Tract 233.06, DeKalb County, Georgia",2584.0,2402.0,90.0,0.0,0.0,53.0,0.0,0.0,0.0,13,089,023306
"Census Tract 232.06, DeKalb County, Georgia",3135.0,2369.0,428.0,0.0,37.0,12.0,0.0,77.0,199.0,13,089,023206
"Census Tract 234.11, DeKalb County, Georgia",1576.0,1151.0,0.0,0.0,19.0,172.0,169.0,57.0,8.0,13,089,023411
"Census Tract 234.13, DeKalb County, Georgia",1443.0,1399.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,13,089,023413
"Census Tract 238.02, DeKalb County, Georgia",1569.0,827.0,43.0,29.0,229.0,81.0,126.0,143.0,91.0,13,089,023802
"Census Tract 212.08, DeKalb County, Georgia",2080.0,1026.0,102.0,16.0,144.0,26.0,37.0,224.0,494.0,13,089,021208
"Census Tract 101.22, Fulton County, Georgia",3452.0,531.0,353.0,0.0,124.0,316.0,1007.0,607.0,496.0,13,121,010122
"Census Tract 101.23, Fulton County, Georgia",2429.0,364.0,195.0,49.0,108.0,831.0,646.0,101.0,74.0,13,121,010123
"Census Tract 102.11, Fulton County, Georgia",1224.0,925.0,20.0,0.0,0.0,23.0,26.0,0.0,196.0,13,121,010211
"Census Tract 76.02, Fulton County, Georgia",1191.0,779.0,11.0,0.0,24.0,63.0,159.0,80.0,36.0,13,121,007602
"Census Tract 17, Fulton County, Georgia",2918.0,465.0,76.0,145.0,141.0,96.0,145.0,205.0,1645.0,13,121,001700
"Census Tract 78.02, Fulton County, Georgia",4130.0,2522.0,119.0,49.0,166.0,326.0,525.0,206.0,110.0,13,121,007802
"Census Tract 78.05, Fulton County, Georgia",1491.0,621.0,13.0,8.0,8.0,341.0,208.0,84.0,208.0,13,121,007805
"Census Tract 97, Fulton County, Georgia",1652.0,1296.0,169.0,10.0,0.0,34.0,40.0,29.0,74.0,13,121,009700
"Census Tract 102.06, Fulton County, Georgia",2586.0,1872.0,251.0,0.0,19.0,35.0,97.0,8.0,290.0,13,121,010206
"Census Tract 113.03, Fulton County, Georgia",4384.0,1902.0,48.0,72.0,289.0,935.0,841.0,57.0,117.0,13,121,011303
"Census Tract 102.12, Fulton County, Georgia",2219.0,644.0,290.0,124.0,105.0,510.0,319.0,189.0,28.0,13,121,010212
"Census Tract 105.15, Fulton County, Georgia",2200.0,1756.0,87.0,31.0,84.0,9.0,0.0,39.0,194.0,13,121,010515
"Census Tract 105.16, Fulton County, Georgia",3198.0,2677.0,277.0,94.0,12.0,45.0,0.0,27.0,0.0,13,121,010516
"Census Tract 113.05, Fulton County, Georgia",2793.0,444.0,188.0,41.0,18.0,350.0,1079.0,334.0,339.0,13,121,011305
"Census Tract 113.06, Fulton County, Georgia",1377.0,527.0,8.0,0.0,86.0,376.0,313.0,49.0,0.0,13,121,011306
"Census Tract 114.16, Fulton County, Georgia",2063.0,1921.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,011416
"Census Tract 114.17, Fulton County, Georgia",2283.0,1467.0,219.0,0.0,34.0,75.0,56.0,0.0,389.0,13,121,011417
"Census Tract 114.18, Fulton County, Georgia",2369.0,2120.0,131.0,40.0,13.0,0.0,0.0,0.0,65.0,13,121,011418
"Census Tract 52, Fulton County, Georgia",2287.0,1375.0,296.0,0.0,264.0,126.0,39.0,43.0,144.0,13,121,005200
"Census Tract 64, Fulton County, Georgia",469.0,226.0,6.0,54.0,116.0,42.0,0.0,0.0,25.0,13,121,006400
"Census Tract 72, Fulton County, Georgia",1025.0,613.0,12.0,0.0,0.0,74.0,168.0,71.0,87.0,13,121,007200
"Census Tract 105.08, Fulton County, Georgia",1430.0,1203.0,187.0,0.0,26.0,7.0,0.0,7.0,0.0,13,121,010508
"Census Tract 4, Fulton County, Georgia",1222.0,254.0,95.0,0.0,24.0,53.0,133.0,113.0,542.0,13,121,000400
"Census Tract 1, Fulton County, Georgia",2140.0,1586.0,159.0,55.0,56.0,14.0,68.0,47.0,155.0,13,121,000100
"Census Tract 6, Fulton County, Georgia",3471.0,207.0,174.0,173.0,81.0,138.0,42.0,119.0,2537.0,13,121,000600
"Census Tract 35, Fulton County, Georgia",821.0,37.0,24.0,4.0,18.0,23.0,113.0,175.0,406.0,13,121,003500
"Census Tract 41, Fulton County, Georgia",1190.0,872.0,12.0,88.0,57.0,60.0,101.0,0.0,0.0,13,121,004100
"Census Tract 50, Fulton County, Georgia",1599.0,473.0,52.0,138.0,50.0,48.0,47.0,70.0,721.0,13,121,005000
"Census Tract 55.02, Fulton County, Georgia",1457.0,330.0,8.0,17.0,65.0,283.0,304.0,189.0,236.0,13,121,005502
"Census Tract 61, Fulton County, Georgia",1695.0,1563.0,50.0,40.0,11.0,31.0,0.0,0.0,0.0,13,121,006100
"Census Tract 63, Fulton County, Georgia",1154.0,901.0,9.0,84.0,50.0,0.0,24.0,36.0,50.0,13,121,006300
"Census Tract 75, Fulton County, Georgia",2027.0,927.0,32.0,0.0,81.0,185.0,145.0,115.0,542.0,13,121,007500
"Census Tract 78.07, Fulton County, Georgia",1477.0,980.0,6.0,14.0,20.0,171.0,132.0,35.0,119.0,13,121,007807
"Census Tract 78.08, Fulton County, Georgia",1970.0,279.0,0.0,0.0,96.0,850.0,635.0,44.0,66.0,13,121,007808
"Census Tract 81.02, Fulton County, Georgia",3390.0,1068.0,58.0,38.0,121.0,545.0,992.0,196.0,372.0,13,121,008102
"Census Tract 108, Fulton County, Georgia",3380.0,1910.0,76.0,189.0,27.0,223.0,262.0,135.0,385.0,13,121,010800
"Census Tract 114.05, Fulton County, Georgia",3150.0,1301.0,307.0,26.0,180.0,350.0,435.0,329.0,222.0,13,121,011405
"Census Tract 114.12, Fulton County, Georgia",3888.0,2298.0,261.0,62.0,14.0,121.0,818.0,208.0,87.0,13,121,011412
"Census Tract 110, Fulton County, Georgia",1227.0,585.0,33.0,98.0,112.0,81.0,30.0,8.0,66.0,13,121,011000
"Census Tract 111, Fulton County, Georgia",1406.0,1115.0,43.0,0.0,31.0,0.0,56.0,11.0,106.0,13,121,011100
"Census Tract 21, Fulton County, Georgia",1156.0,12.0,34.0,10.0,16.0,339.0,218.0,98.0,429.0,13,121,002100
"Census Tract 79, Fulton County, Georgia",2548.0,2093.0,198.0,0.0,69.0,0.0,141.0,47.0,0.0,13,121,007900
"Census Tract 112.01, Fulton County, Georgia",2023.0,1213.0,82.0,125.0,40.0,195.0,322.0,9.0,29.0,13,121,011201
"Census Tract 39, Fulton County, Georgia",1023.0,625.0,32.0,199.0,0.0,0.0,48.0,77.0,0.0,13,121,003900
"Census Tract 102.10, Fulton County, Georgia",2858.0,1181.0,464.0,0.0,152.0,311.0,593.0,127.0,20.0,13,121,010210
"Census Tract 85, Fulton County, Georgia",1581.0,1398.0,15.0,79.0,38.0,0.0,16.0,0.0,0.0,13,121,008500
"Census Tract 89.02, Fulton County, Georgia",5011.0,1065.0,455.0,0.0,236.0,469.0,383.0,537.0,1866.0,13,121,008902
"Census Tract 99, Fulton County, Georgia",2327.0,1225.0,223.0,0.0,51.0,163.0,171.0,204.0,290.0,13,121,009900
"Census Tract 101.06, Fulton County, Georgia",2065.0,769.0,123.0,0.0,97.0,328.0,546.0,15.0,187.0,13,121,010106
"Census Tract 102.05, Fulton County, Georgia",2756.0,1700.0,402.0,0.0,62.0,18.0,37.0,30.0,507.0,13,121,010205
"Census Tract 102.08, Fulton County, Georgia",2587.0,654.0,22.0,0.0,120.0,340.0,663.0,189.0,599.0,13,121,010208
"Census Tract 103.01, Fulton County, Georgia",6908.0,6206.0,25.0,0.0,55.0,168.0,157.0,75.0,99.0,13,121,010301
"Census Tract 105.07, Fulton County, Georgia",3344.0,1729.0,145.0,89.0,111.0,219.0,605.0,372.0,23.0,13,121,010507
"Census Tract 2, Fulton County, Georgia",2806.0,1740.0,46.0,62.0,214.0,203.0,129.0,263.0,149.0,13,121,000200
"Census Tract 19, Fulton County, Georgia",1931.0,25.0,0.0,11.0,34.0,129.0,226.0,216.0,1290.0,13,121,001900
"Census Tract 29, Fulton County, Georgia",1569.0,396.0,36.0,21.0,93.0,166.0,112.0,65.0,680.0,13,121,002900
"Census Tract 30, Fulton County, Georgia",2031.0,638.0,251.0,48.0,34.0,135.0,201.0,136.0,588.0,13,121,003000
"Census Tract 43, Fulton County, Georgia",651.0,48.0,12.0,0.0,48.0,125.0,225.0,167.0,26.0,13,121,004300
"Census Tract 58, Fulton County, Georgia",773.0,551.0,9.0,42.0,60.0,54.0,57.0,0.0,0.0,13,121,005800
"Census Tract 83.01, Fulton County, Georgia",1577.0,1003.0,0.0,39.0,74.0,248.0,213.0,0.0,0.0,13,121,008301
"Census Tract 73, Fulton County, Georgia",3343.0,1273.0,122.0,86.0,88.0,719.0,584.0,85.0,386.0,13,121,007300
"Census Tract 78.06, Fulton County, Georgia",2581.0,1310.0,38.0,15.0,22.0,336.0,528.0,55.0,195.0,13,121,007806
"Census Tract 80, Fulton County, Georgia",2501.0,2172.0,0.0,37.0,113.0,12.0,91.0,64.0,0.0,13,121,008000
"Census Tract 84, Fulton County, Georgia",2028.0,894.0,80.0,94.0,72.0,328.0,276.0,135.0,134.0,13,121,008400
"Census Tract 86.02, Fulton County, Georgia",653.0,305.0,0.0,0.0,9.0,9.0,167.0,163.0,0.0,13,121,008602
"Census Tract 90, Fulton County, Georgia",2337.0,1182.0,25.0,23.0,41.0,62.0,196.0,323.0,485.0,13,121,009000
"Census Tract 93, Fulton County, Georgia",2662.0,1268.0,85.0,123.0,19.0,197.0,84.0,312.0,574.0,13,121,009300
"Census Tract 94.02, Fulton County, Georgia",3175.0,57.0,122.0,57.0,0.0,82.0,158.0,321.0,2378.0,13,121,009402
"Census Tract 101.07, Fulton County, Georgia",762.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,010107
"Census Tract 103.04, Fulton County, Georgia",5667.0,5462.0,139.0,0.0,0.0,0.0,66.0,0.0,0.0,13,121,010304
"Census Tract 106.03, Fulton County, Georgia",1844.0,332.0,62.0,15.0,125.0,616.0,552.0,108.0,34.0,13,121,010603
"Census Tract 37, Fulton County, Georgia",164.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,108.0,13,121,003700
"Census Tract 24, Fulton County, Georgia",1507.0,1047.0,0.0,110.0,113.0,91.0,118.0,6.0,6.0,13,121,002400
"Census Tract 25, Fulton County, Georgia",1364.0,449.0,40.0,59.0,58.0,160.0,403.0,97.0,98.0,13,121,002500
"Census Tract 26, Fulton County, Georgia",619.0,125.0,6.0,22.0,85.0,39.0,269.0,58.0,15.0,13,121,002600
"Census Tract 44, Fulton County, Georgia",1435.0,188.0,26.0,32.0,60.0,133.0,66.0,179.0,751.0,13,121,004400
"Census Tract 86.01, Fulton County, Georgia",2324.0,1195.0,61.0,169.0,70.0,55.0,96.0,173.0,460.0,13,121,008601
"Census Tract 74, Fulton County, Georgia",1556.0,424.0,18.0,35.0,123.0,365.0,241.0,64.0,210.0,13,121,007400
"Census Tract 82.01, Fulton County, Georgia",2972.0,2091.0,54.0,0.0,18.0,219.0,210.0,0.0,173.0,13,121,008201
"Census Tract 82.02, Fulton County, Georgia",981.0,905.0,0.0,0.0,0.0,22.0,32.0,13.0,9.0,13,121,008202
"Census Tract 101.08, Fulton County, Georgia",1749.0,1346.0,8.0,0.0,0.0,59.0,117.0,71.0,140.0,13,121,010108
"Census Tract 101.10, Fulton County, Georgia",4392.0,1033.0,523.0,58.0,0.0,235.0,452.0,242.0,1817.0,13,121,010110
"Census Tract 103.03, Fulton County, Georgia",4493.0,3059.0,245.0,0.0,20.0,186.0,448.0,308.0,227.0,13,121,010303
"Census Tract 67, Fulton County, Georgia",2121.0,1013.0,192.0,89.0,97.0,159.0,136.0,41.0,394.0,13,121,006700
"Census Tract 69, Fulton County, Georgia",1666.0,1102.0,34.0,20.0,244.0,144.0,85.0,0.0,37.0,13,121,006900
"Census Tract 70.02, Fulton County, Georgia",1307.0,944.0,41.0,20.0,43.0,67.0,131.0,0.0,24.0,13,121,007002
"Census Tract 71, Fulton County, Georgia",1092.0,789.0,6.0,0.0,43.0,17.0,143.0,72.0,6.0,13,121,007100
"Census Tract 83.02, Fulton County, Georgia",1176.0,815.0,0.0,24.0,0.0,171.0,93.0,50.0,0.0,13,121,008302
"Census Tract 92, Fulton County, Georgia",4410.0,865.0,176.0,227.0,46.0,251.0,656.0,636.0,1553.0,13,121,009200
"Census Tract 102.04, Fulton County, Georgia",2029.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,13,121,010204
"Census Tract 102.09, Fulton County, Georgia",3076.0,251.0,115.0,70.0,92.0,543.0,1433.0,283.0,289.0,13,121,010209
"Census Tract 104, Fulton County, Georgia",3696.0,3066.0,135.0,22.0,225.0,74.0,34.0,25.0,115.0,13,121,010400
"Census Tract 15, Fulton County, Georgia",2772.0,650.0,76.0,99.0,288.0,458.0,484.0,247.0,470.0,13,121,001500
"Census Tract 23, Fulton County, Georgia",1180.0,463.0,0.0,146.0,116.0,248.0,164.0,0.0,43.0,13,121,002300
"Census Tract 114.19, Fulton County, Georgia",2589.0,1371.0,922.0,0.0,116.0,0.0,59.0,0.0,121.0,13,121,011419
"Census Tract 114.20, Fulton County, Georgia",2518.0,302.0,361.0,0.0,142.0,704.0,681.0,140.0,102.0,13,121,011420
"Census Tract 114.21, Fulton County, Georgia",1692.0,228.0,403.0,26.0,161.0,381.0,313.0,103.0,77.0,13,121,011421
"Census Tract 114.22, Fulton County, Georgia",1637.0,727.0,242.0,12.0,52.0,197.0,276.0,84.0,47.0,13,121,011422
"Census Tract 114.23, Fulton County, Georgia",2019.0,1606.0,52.0,0.0,33.0,101.0,146.0,74.0,7.0,13,121,011423
"Census Tract 114.24, Fulton County, Georgia",2284.0,1617.0,369.0,29.0,65.0,74.0,25.0,69.0,36.0,13,121,011424
"Census Tract 114.25, Fulton County, Georgia",2417.0,1990.0,18.0,0.0,32.0,137.0,123.0,66.0,25.0,13,121,011425
"Census Tract 114.26, Fulton County, Georgia",785.0,780.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13,121,011426
"Census Tract 114.27, Fulton County, Georgia",3148.0,2971.0,143.0,0.0,0.0,16.0,0.0,0.0,0.0,13,121,011427
"Census Tract 115.03, Fulton County, Georgia",3712.0,3598.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,011503
"Census Tract 115.04, Fulton County, Georgia",4463.0,4406.0,22.0,0.0,0.0,35.0,0.0,0.0,0.0,13,121,011504
"Census Tract 115.05, Fulton County, Georgia",1366.0,1158.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,011505
"Census Tract 115.06, Fulton County, Georgia",2197.0,2183.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13,121,011506
"Census Tract 116.10, Fulton County, Georgia",2141.0,1507.0,178.0,14.0,21.0,127.0,217.0,42.0,35.0,13,121,011610
"Census Tract 116.11, Fulton County, Georgia",3800.0,938.0,706.0,178.0,0.0,270.0,432.0,513.0,763.0,13,121,011611
"Census Tract 116.12, Fulton County, Georgia",1255.0,1191.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,011612
"Census Tract 116.13, Fulton County, Georgia",2418.0,1729.0,305.0,0.0,0.0,82.0,232.0,54.0,16.0,13,121,011613
"Census Tract 116.14, Fulton County, Georgia",6689.0,2607.0,1378.0,0.0,214.0,592.0,1069.0,547.0,282.0,13,121,011614
"Census Tract 116.15, Fulton County, Georgia",3850.0,3036.0,496.0,0.0,105.0,37.0,0.0,10.0,166.0,13,121,011615
"Census Tract 116.16, Fulton County, Georgia",3121.0,515.0,628.0,71.0,371.0,359.0,753.0,124.0,300.0,13,121,011616
"Census Tract 116.17, Fulton County, Georgia",3110.0,2328.0,333.0,0.0,91.0,17.0,90.0,132.0,119.0,13,121,011617
"Census Tract 116.18, Fulton County, Georgia",1670.0,1078.0,146.0,0.0,10.0,44.0,229.0,68.0,71.0,13,121,011618
"Census Tract 116.19, Fulton County, Georgia",3360.0,1037.0,138.0,0.0,99.0,654.0,925.0,251.0,256.0,13,121,011619
"Census Tract 116.20, Fulton County, Georgia",3482.0,3085.0,65.0,0.0,42.0,39.0,97.0,0.0,154.0,13,121,011620
"Census Tract 116.21, Fulton County, Georgia",2625.0,1949.0,21.0,0.0,97.0,67.0,329.0,101.0,33.0,13,121,011621
"Census Tract 116.22, Fulton County, Georgia",3633.0,3152.0,160.0,0.0,0.0,0.0,200.0,121.0,0.0,13,121,011622
"Census Tract 116.23, Fulton County, Georgia",4456.0,2641.0,610.0,0.0,101.0,236.0,512.0,156.0,115.0,13,121,011623
"Census Tract 116.24, Fulton County, Georgia",1241.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,011624
"Census Tract 116.25, Fulton County, Georgia",2805.0,1810.0,125.0,0.0,78.0,274.0,297.0,95.0,116.0,13,121,011625
"Census Tract 116.26, Fulton County, Georgia",3361.0,2163.0,47.0,0.0,59.0,173.0,244.0,90.0,585.0,13,121,011626
"Census Tract 118, Fulton County, Georgia",1451.0,402.0,11.0,12.0,18.0,244.0,279.0,70.0,404.0,13,121,011800
"Census Tract 119, Fulton County, Georgia",2169.0,67.0,74.0,0.0,63.0,35.0,243.0,438.0,1240.0,13,121,011900
"Census Tract 120, Fulton County, Georgia",1645.0,475.0,74.0,92.0,88.0,408.0,191.0,38.0,279.0,13,121,012000
"Census Tract 105.11, Fulton County, Georgia",3393.0,2565.0,152.0,0.0,0.0,213.0,346.0,101.0,0.0,13,121,010511
"Census Tract 105.14, Fulton County, Georgia",4716.0,3705.0,126.0,17.0,122.0,375.0,288.0,0.0,83.0,13,121,010514
"Census Tract 113.01, Fulton County, Georgia",2037.0,1940.0,46.0,7.0,23.0,0.0,0.0,21.0,0.0,13,121,011301
"Census Tract 114.10, Fulton County, Georgia",2729.0,1780.0,181.0,0.0,138.0,432.0,146.0,31.0,21.0,13,121,011410
"Census Tract 114.11, Fulton County, Georgia",3206.0,2089.0,438.0,55.0,26.0,223.0,193.0,96.0,25.0,13,121,011411
"Census Tract 114.14, Fulton County, Georgia",3125.0,1412.0,256.0,54.0,57.0,335.0,607.0,214.0,166.0,13,121,011414
"Census Tract 68.02, Fulton County, Georgia",608.0,220.0,0.0,0.0,0.0,106.0,182.0,27.0,60.0,13,121,006802
"Census Tract 62, Fulton County, Georgia",752.0,580.0,0.0,104.0,48.0,10.0,10.0,0.0,0.0,13,121,006200
"Census Tract 65, Fulton County, Georgia",1828.0,1492.0,40.0,226.0,22.0,22.0,21.0,0.0,0.0,13,121,006500
"Census Tract 10.02, Fulton County, Georgia",586.0,6.0,0.0,0.0,10.0,25.0,33.0,78.0,434.0,13,121,001002
"Census Tract 12.02, Fulton County, Georgia",4068.0,163.0,0.0,0.0,0.0,86.0,303.0,180.0,3336.0,13,121,001202
"Census Tract 10.01, Fulton County, Georgia",1371.0,109.0,35.0,25.0,19.0,28.0,34.0,68.0,1053.0,13,121,001001
"Census Tract 12.01, Fulton County, Georgia",2922.0,223.0,120.0,81.0,254.0,228.0,282.0,371.0,1314.0,13,121,001201
