NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract
"Census Tract 76.03, Fulton County, Georgia",2679.0,303.0,20.0,18.0,342.0,625.0,562.0,207.0,553.0,13,121,007603
"Census Tract 76.04, Fulton County, Georgia",1541.0,252.0,20.0,32.0,51.0,335.0,569.0,261.0,21.0,13,121,007604
"Census Tract 77.03, Fulton County, Georgia",1855.0,1277.0,50.0,38.0,109.0,175.0,136.0,0.0,28.0,13,121,007703
"Census Tract 123, Fulton County, Georgia",1509.0,798.0,30.0,109.0,219.0,125.0,57.0,10.0,136.0,13,121,012300
"Census Tract 9800, Fulton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,980000
"Census Tract 77.04, Fulton County, Georgia",2498.0,994.0,221.0,55.0,83.0,716.0,272.0,57.0,100.0,13,121,007704
"Census Tract 77.05, Fulton County, Georgia",2244.0,496.0,67.0,10.0,17.0,512.0,594.0,123.0,401.0,13,121,007705
"Census Tract 77.06, Fulton County, Georgia",4880.0,1746.0,316.0,0.0,23.0,522.0,1003.0,185.0,1085.0,13,121,007706
"Census Tract 89.03, Fulton County, Georgia",912.0,41.0,416.0,24.0,13.0,133.0,91.0,37.0,74.0,13,121,008903
"Census Tract 89.04, Fulton County, Georgia",2916.0,797.0,575.0,33.0,231.0,548.0,89.0,374.0,269.0,13,121,008904
"Census Tract 91.01, Fulton County, Georgia",4041.0,413.0,283.0,26.0,147.0,158.0,465.0,457.0,2045.0,13,121,009101
"Census Tract 91.02, Fulton County, Georgia",2376.0,410.0,18.0,0.0,86.0,197.0,176.0,275.0,1200.0,13,121,009102
"Census Tract 87, Fulton County, Georgia",2785.0,1092.0,121.0,17.0,160.0,139.0,234.0,292.0,730.0,13,121,008700
"Census Tract 95.01, Fulton County, Georgia",2123.0,998.0,174.0,0.0,28.0,13.0,89.0,66.0,755.0,13,121,009501
"Census Tract 94.03, Fulton County, Georgia",3318.0,104.0,194.0,16.0,0.0,175.0,523.0,795.0,1451.0,13,121,009403
"Census Tract 94.04, Fulton County, Georgia",2685.0,707.0,353.0,0.0,15.0,136.0,185.0,308.0,981.0,13,121,009404
"Census Tract 95.02, Fulton County, Georgia",2985.0,344.0,86.0,0.0,83.0,200.0,119.0,115.0,2019.0,13,121,009502
"Census Tract 96.01, Fulton County, Georgia",1660.0,174.0,120.0,22.0,82.0,30.0,180.0,154.0,898.0,13,121,009601
"Census Tract 96.02, Fulton County, Georgia",3604.0,605.0,393.0,50.0,16.0,68.0,137.0,121.0,2214.0,13,121,009602
"Census Tract 96.03, Fulton County, Georgia",3735.0,413.0,210.0,11.0,45.0,124.0,353.0,173.0,2406.0,13,121,009603
"Census Tract 98.01, Fulton County, Georgia",2456.0,1344.0,81.0,0.0,8.0,0.0,0.0,17.0,1006.0,13,121,009801
"Census Tract 98.02, Fulton County, Georgia",2133.0,1249.0,71.0,10.0,66.0,46.0,132.0,140.0,408.0,13,121,009802
"Census Tract 100.01, Fulton County, Georgia",3166.0,735.0,517.0,25.0,74.0,36.0,93.0,106.0,1580.0,13,121,010001
"Census Tract 100.02, Fulton County, Georgia",4719.0,1775.0,78.0,0.0,140.0,15.0,57.0,243.0,2367.0,13,121,010002
"Census Tract 101.13, Fulton County, Georgia",3467.0,335.0,148.0,0.0,40.0,379.0,963.0,677.0,899.0,13,121,010113
"Census Tract 101.15, Fulton County, Georgia",1241.0,566.0,219.0,0.0,9.0,78.0,57.0,59.0,246.0,13,121,010115
"Census Tract 101.14, Fulton County, Georgia",3321.0,1116.0,279.0,16.0,74.0,371.0,720.0,379.0,366.0,13,121,010114
"Census Tract 101.17, Fulton County, Georgia",2025.0,71.0,108.0,0.0,66.0,557.0,983.0,181.0,59.0,13,121,010117
"Census Tract 101.18, Fulton County, Georgia",2461.0,469.0,111.0,48.0,403.0,521.0,794.0,63.0,0.0,13,121,010118
"Census Tract 101.19, Fulton County, Georgia",2597.0,141.0,488.0,141.0,66.0,711.0,770.0,89.0,138.0,13,121,010119
"Census Tract 101.20, Fulton County, Georgia",1250.0,62.0,307.0,85.0,95.0,299.0,280.0,122.0,0.0,13,121,010120
"Census Tract 101.21, Fulton County, Georgia",1310.0,446.0,112.0,6.0,0.0,40.0,94.0,75.0,537.0,13,121,010121
"Census Tract 66.01, Fulton County, Georgia",999.0,921.0,14.0,0.0,27.0,20.0,0.0,5.0,12.0,13,121,006601
"Census Tract 70.01, Fulton County, Georgia",1893.0,1418.0,5.0,77.0,35.0,219.0,104.0,10.0,25.0,13,121,007001
"Census Tract 11, Fulton County, Georgia",4607.0,147.0,30.0,0.0,9.0,59.0,316.0,380.0,3642.0,13,121,001100
"Census Tract 14, Fulton County, Georgia",1525.0,275.0,104.0,30.0,140.0,127.0,386.0,210.0,253.0,13,121,001400
"Census Tract 18, Fulton County, Georgia",3301.0,124.0,261.0,0.0,201.0,241.0,411.0,249.0,1773.0,13,121,001800
"Census Tract 32, Fulton County, Georgia",1509.0,569.0,48.0,89.0,109.0,30.0,92.0,99.0,473.0,13,121,003200
"Census Tract 36, Fulton County, Georgia",977.0,11.0,22.0,15.0,30.0,63.0,177.0,80.0,579.0,13,121,003600
"Census Tract 68.01, Fulton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,006801
"Census Tract 88, Fulton County, Georgia",2483.0,1903.0,143.0,47.0,18.0,172.0,124.0,0.0,76.0,13,121,008800
"Census Tract 105.12, Fulton County, Georgia",2973.0,932.0,291.0,17.0,209.0,817.0,617.0,0.0,55.0,13,121,010512
"Census Tract 105.13, Fulton County, Georgia",5445.0,3805.0,456.0,61.0,280.0,628.0,116.0,0.0,0.0,13,121,010513
"Census Tract 106.01, Fulton County, Georgia",1823.0,898.0,35.0,195.0,357.0,155.0,132.0,40.0,11.0,13,121,010601
"Census Tract 106.04, Fulton County, Georgia",1952.0,557.0,9.0,0.0,69.0,275.0,559.0,369.0,105.0,13,121,010604
"Census Tract 112.02, Fulton County, Georgia",2328.0,1592.0,0.0,194.0,58.0,248.0,100.0,69.0,31.0,13,121,011202
"Census Tract 7, Fulton County, Georgia",417.0,366.0,21.0,8.0,4.0,13.0,5.0,0.0,0.0,13,121,000700
"Census Tract 13, Fulton County, Georgia",2487.0,471.0,205.0,82.0,520.0,430.0,318.0,187.0,258.0,13,121,001300
"Census Tract 38, Fulton County, Georgia",371.0,105.0,22.0,40.0,21.0,58.0,109.0,8.0,8.0,13,121,003800
"Census Tract 40, Fulton County, Georgia",1333.0,1047.0,20.0,116.0,46.0,18.0,42.0,11.0,25.0,13,121,004000
"Census Tract 42, Fulton County, Georgia",1643.0,212.0,44.0,160.0,102.0,55.0,214.0,179.0,677.0,13,121,004200
"Census Tract 49, Fulton County, Georgia",1347.0,802.0,179.0,30.0,23.0,110.0,29.0,19.0,155.0,13,121,004900
"Census Tract 28, Fulton County, Georgia",1767.0,60.0,36.0,0.0,51.0,29.0,58.0,39.0,1494.0,13,121,002800
"Census Tract 48, Fulton County, Georgia",619.0,17.0,22.0,0.0,5.0,8.0,108.0,107.0,352.0,13,121,004800
"Census Tract 53, Fulton County, Georgia",1843.0,1220.0,177.0,111.0,72.0,111.0,40.0,23.0,78.0,13,121,005300
"Census Tract 81.01, Fulton County, Georgia",515.0,492.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,13,121,008101
"Census Tract 105.10, Fulton County, Georgia",6913.0,4400.0,445.0,0.0,321.0,616.0,629.0,342.0,160.0,13,121,010510
"Census Tract 5, Fulton County, Georgia",3597.0,877.0,170.0,94.0,49.0,130.0,155.0,434.0,1688.0,13,121,000500
"Census Tract 16, Fulton County, Georgia",1550.0,232.0,18.0,56.0,123.0,106.0,137.0,208.0,670.0,13,121,001600
"Census Tract 31, Fulton County, Georgia",1057.0,512.0,107.0,59.0,46.0,0.0,200.0,26.0,95.0,13,121,003100
"Census Tract 55.01, Fulton County, Georgia",1223.0,713.0,9.0,71.0,62.0,72.0,184.0,17.0,83.0,13,121,005501
"Census Tract 57, Fulton County, Georgia",923.0,436.0,5.0,57.0,3.0,40.0,15.0,49.0,318.0,13,121,005700
"Census Tract 60, Fulton County, Georgia",1864.0,1169.0,52.0,80.0,113.0,314.0,120.0,16.0,0.0,13,121,006000
"Census Tract 66.02, Fulton County, Georgia",617.0,303.0,9.0,99.0,64.0,73.0,53.0,16.0,0.0,13,121,006602
"Census Tract 507.09, Gwinnett County, Georgia",4650.0,4059.0,10.0,0.0,0.0,0.0,129.0,38.0,0.0,13,135,050709
"Census Tract 503.14, Gwinnett County, Georgia",3649.0,1883.0,0.0,12.0,11.0,193.0,641.0,509.0,191.0,13,135,050314
"Census Tract 503.15, Gwinnett County, Georgia",2599.0,655.0,200.0,58.0,403.0,402.0,551.0,177.0,153.0,13,135,050315
"Census Tract 504.15, Gwinnett County, Georgia",1545.0,1392.0,107.0,0.0,39.0,0.0,0.0,0.0,0.0,13,135,050415
"Census Tract 504.25, Gwinnett County, Georgia",1889.0,1825.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,13,135,050425
"Census Tract 504.29, Gwinnett County, Georgia",2418.0,2418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050429
"Census Tract 501.05, Gwinnett County, Georgia",1656.0,1178.0,38.0,81.0,68.0,13.0,0.0,65.0,0.0,13,135,050105
"Census Tract 502.05, Gwinnett County, Georgia",1751.0,750.0,316.0,11.0,113.0,265.0,163.0,32.0,101.0,13,135,050205
"Census Tract 505.35, Gwinnett County, Georgia",2353.0,2060.0,256.0,37.0,0.0,0.0,0.0,0.0,0.0,13,135,050535
"Census Tract 505.36, Gwinnett County, Georgia",1844.0,1263.0,311.0,170.0,0.0,0.0,31.0,46.0,0.0,13,135,050536
"Census Tract 505.37, Gwinnett County, Georgia",1864.0,227.0,0.0,10.0,60.0,282.0,618.0,353.0,314.0,13,135,050537
"Census Tract 505.38, Gwinnett County, Georgia",2386.0,2372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050538
"Census Tract 505.39, Gwinnett County, Georgia",1941.0,928.0,234.0,37.0,114.0,136.0,372.0,58.0,62.0,13,135,050539
"Census Tract 505.40, Gwinnett County, Georgia",2757.0,1178.0,118.0,103.0,0.0,339.0,645.0,244.0,121.0,13,135,050540
"Census Tract 505.41, Gwinnett County, Georgia",2195.0,67.0,9.0,0.0,152.0,437.0,857.0,306.0,367.0,13,135,050541
"Census Tract 505.42, Gwinnett County, Georgia",2465.0,245.0,375.0,0.0,58.0,304.0,638.0,429.0,416.0,13,135,050542
"Census Tract 505.43, Gwinnett County, Georgia",2428.0,2125.0,276.0,0.0,11.0,0.0,0.0,0.0,16.0,13,135,050543
"Census Tract 505.44, Gwinnett County, Georgia",4095.0,3805.0,90.0,66.0,116.0,0.0,0.0,0.0,0.0,13,135,050544
"Census Tract 505.47, Gwinnett County, Georgia",2721.0,2687.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13,135,050547
"Census Tract 505.48, Gwinnett County, Georgia",3161.0,2986.0,139.0,0.0,17.0,0.0,0.0,0.0,0.0,13,135,050548
"Census Tract 505.45, Gwinnett County, Georgia",4690.0,3840.0,200.0,0.0,0.0,148.0,196.0,285.0,21.0,13,135,050545
"Census Tract 505.46, Gwinnett County, Georgia",5648.0,5465.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050546
"Census Tract 505.49, Gwinnett County, Georgia",1689.0,1650.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050549
"Census Tract 506.05, Gwinnett County, Georgia",4937.0,4395.0,42.0,0.0,29.0,181.0,65.0,25.0,96.0,13,135,050605
"Census Tract 506.06, Gwinnett County, Georgia",7928.0,6306.0,750.0,0.0,42.0,190.0,178.0,68.0,394.0,13,135,050606
"Census Tract 506.07, Gwinnett County, Georgia",5527.0,5478.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050607
"Census Tract 506.08, Gwinnett County, Georgia",6393.0,6227.0,0.0,0.0,96.0,0.0,0.0,0.0,14.0,13,135,050608
"Census Tract 506.09, Gwinnett County, Georgia",4497.0,4169.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050609
"Census Tract 506.10, Gwinnett County, Georgia",5260.0,5260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050610
"Census Tract 507.22, Gwinnett County, Georgia",1129.0,1102.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,13,135,050722
"Census Tract 507.23, Gwinnett County, Georgia",2702.0,2651.0,20.0,0.0,0.0,0.0,0.0,0.0,31.0,13,135,050723
"Census Tract 507.24, Gwinnett County, Georgia",6150.0,5165.0,139.0,33.0,0.0,199.0,243.0,118.0,143.0,13,135,050724
"Census Tract 507.25, Gwinnett County, Georgia",2018.0,1885.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,13,135,050725
"Census Tract 507.26, Gwinnett County, Georgia",3275.0,3261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050726
"Census Tract 507.27, Gwinnett County, Georgia",3515.0,3495.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,13,135,050727
"Census Tract 507.28, Gwinnett County, Georgia",5141.0,5018.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,13,135,050728
"Census Tract 507.29, Gwinnett County, Georgia",1281.0,834.0,0.0,59.0,9.0,242.0,77.0,60.0,0.0,13,135,050729
"Census Tract 507.30, Gwinnett County, Georgia",2403.0,2119.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050730
"Census Tract 507.31, Gwinnett County, Georgia",3595.0,3519.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050731
"Census Tract 502.14, Gwinnett County, Georgia",3436.0,2948.0,247.0,0.0,0.0,0.0,0.0,0.0,166.0,13,135,050214
"Census Tract 502.15, Gwinnett County, Georgia",1211.0,492.0,0.0,0.0,0.0,51.0,338.0,124.0,206.0,13,135,050215
"Census Tract 502.16, Gwinnett County, Georgia",3805.0,2714.0,351.0,0.0,12.0,83.0,136.0,284.0,213.0,13,135,050216
"Census Tract 502.17, Gwinnett County, Georgia",4075.0,2201.0,503.0,0.0,64.0,145.0,520.0,358.0,226.0,13,135,050217
"Census Tract 502.18, Gwinnett County, Georgia",1358.0,1137.0,59.0,68.0,37.0,0.0,18.0,10.0,0.0,13,135,050218
"Census Tract 502.19, Gwinnett County, Georgia",1461.0,767.0,268.0,67.0,61.0,86.0,81.0,83.0,35.0,13,135,050219
"Census Tract 502.20, Gwinnett County, Georgia",3108.0,543.0,188.0,0.0,167.0,451.0,955.0,406.0,398.0,13,135,050220
"Census Tract 503.17, Gwinnett County, Georgia",2058.0,26.0,147.0,48.0,403.0,685.0,488.0,218.0,43.0,13,135,050317
"Census Tract 503.18, Gwinnett County, Georgia",1277.0,63.0,201.0,42.0,180.0,306.0,379.0,80.0,26.0,13,135,050318
"Census Tract 503.20, Gwinnett County, Georgia",1807.0,974.0,41.0,55.0,8.0,224.0,360.0,120.0,25.0,13,135,050320
"Census Tract 503.19, Gwinnett County, Georgia",1964.0,618.0,569.0,175.0,201.0,215.0,103.0,20.0,63.0,13,135,050319
"Census Tract 503.08, Gwinnett County, Georgia",1314.0,1308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050308
"Census Tract 504.17, Gwinnett County, Georgia",2158.0,703.0,187.0,10.0,65.0,277.0,462.0,172.0,282.0,13,135,050417
"Census Tract 504.27, Gwinnett County, Georgia",2017.0,1915.0,0.0,28.0,4.0,0.0,0.0,0.0,70.0,13,135,050427
"Census Tract 507.13, Gwinnett County, Georgia",2435.0,2364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050713
"Census Tract 507.19, Gwinnett County, Georgia",2032.0,1224.0,206.0,158.0,410.0,22.0,0.0,0.0,0.0,13,135,050719
"Census Tract 501.03, Gwinnett County, Georgia",4012.0,3269.0,163.0,0.0,27.0,23.0,0.0,0.0,0.0,13,135,050103
"Census Tract 503.13, Gwinnett County, Georgia",2850.0,2214.0,285.0,50.0,25.0,149.0,84.0,15.0,28.0,13,135,050313
"Census Tract 504.16, Gwinnett County, Georgia",1250.0,969.0,12.0,0.0,9.0,17.0,0.0,0.0,0.0,13,135,050416
"Census Tract 504.18, Gwinnett County, Georgia",2826.0,659.0,126.0,29.0,137.0,465.0,720.0,420.0,254.0,13,135,050418
"Census Tract 504.22, Gwinnett County, Georgia",2490.0,1160.0,286.0,259.0,149.0,169.0,305.0,110.0,52.0,13,135,050422
"Census Tract 504.24, Gwinnett County, Georgia",2587.0,1130.0,291.0,0.0,114.0,153.0,648.0,199.0,36.0,13,135,050424
"Census Tract 505.20, Gwinnett County, Georgia",2121.0,800.0,216.0,379.0,154.0,141.0,221.0,69.0,103.0,13,135,050520
"Census Tract 505.21, Gwinnett County, Georgia",2090.0,1242.0,122.0,416.0,76.0,77.0,97.0,0.0,51.0,13,135,050521
"Census Tract 507.15, Gwinnett County, Georgia",1779.0,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050715
"Census Tract 503.10, Gwinnett County, Georgia",2790.0,904.0,1115.0,20.0,294.0,319.0,102.0,18.0,0.0,13,135,050310
"Census Tract 507.21, Gwinnett County, Georgia",2895.0,2855.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,13,135,050721
"Census Tract 503.11, Gwinnett County, Georgia",1135.0,847.0,250.0,8.0,0.0,13.0,0.0,0.0,0.0,13,135,050311
"Census Tract 504.19, Gwinnett County, Georgia",2579.0,1361.0,327.0,26.0,48.0,198.0,358.0,156.0,105.0,13,135,050419
"Census Tract 503.09, Gwinnett County, Georgia",3734.0,2477.0,299.0,64.0,140.0,35.0,565.0,51.0,92.0,13,135,050309
"Census Tract 504.30, Gwinnett County, Georgia",2082.0,1579.0,30.0,25.0,11.0,122.0,145.0,87.0,44.0,13,135,050430
"Census Tract 507.14, Gwinnett County, Georgia",2161.0,1766.0,81.0,19.0,22.0,93.0,138.0,34.0,0.0,13,135,050714
"Census Tract 507.18, Gwinnett County, Georgia",2756.0,2701.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050718
"Census Tract 501.06, Gwinnett County, Georgia",4156.0,2397.0,333.0,69.0,14.0,143.0,226.0,136.0,501.0,13,135,050106
"Census Tract 504.21, Gwinnett County, Georgia",2792.0,898.0,306.0,202.0,13.0,270.0,593.0,118.0,136.0,13,135,050421
"Census Tract 504.23, Gwinnett County, Georgia",2585.0,1495.0,297.0,0.0,153.0,172.0,379.0,89.0,0.0,13,135,050423
"Census Tract 505.11, Gwinnett County, Georgia",4242.0,2171.0,549.0,0.0,69.0,178.0,383.0,249.0,376.0,13,135,050511
"Census Tract 501.07, Gwinnett County, Georgia",2648.0,2495.0,144.0,0.0,9.0,0.0,0.0,0.0,0.0,13,135,050107
"Census Tract 501.08, Gwinnett County, Georgia",3263.0,3229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050108
"Census Tract 501.09, Gwinnett County, Georgia",2594.0,2065.0,56.0,86.0,7.0,85.0,65.0,63.0,86.0,13,135,050109
"Census Tract 502.08, Gwinnett County, Georgia",2952.0,1125.0,656.0,102.0,0.0,68.0,250.0,352.0,399.0,13,135,050208
"Census Tract 502.09, Gwinnett County, Georgia",3516.0,2087.0,258.0,15.0,0.0,177.0,458.0,319.0,202.0,13,135,050209
"Census Tract 502.10, Gwinnett County, Georgia",3492.0,1497.0,443.0,19.0,0.0,317.0,528.0,196.0,492.0,13,135,050210
"Census Tract 502.11, Gwinnett County, Georgia",2166.0,439.0,223.0,53.0,19.0,474.0,489.0,162.0,295.0,13,135,050211
"Census Tract 502.12, Gwinnett County, Georgia",4162.0,3837.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050212
"Census Tract 502.13, Gwinnett County, Georgia",3949.0,3798.0,99.0,0.0,0.0,0.0,0.0,0.0,17.0,13,135,050213
"Census Tract 503.21, Gwinnett County, Georgia",1646.0,1576.0,31.0,10.0,0.0,0.0,0.0,0.0,29.0,13,135,050321
"Census Tract 503.22, Gwinnett County, Georgia",1659.0,1634.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050322
"Census Tract 504.31, Gwinnett County, Georgia",3146.0,1141.0,99.0,188.0,55.0,274.0,776.0,382.0,50.0,13,135,050431
"Census Tract 504.32, Gwinnett County, Georgia",2049.0,1818.0,201.0,0.0,9.0,14.0,0.0,0.0,0.0,13,135,050432
"Census Tract 504.33, Gwinnett County, Georgia",1076.0,447.0,19.0,34.0,24.0,186.0,181.0,142.0,43.0,13,135,050433
"Census Tract 504.34, Gwinnett County, Georgia",2850.0,788.0,220.0,48.0,387.0,508.0,407.0,267.0,211.0,13,135,050434
"Census Tract 504.35, Gwinnett County, Georgia",1157.0,741.0,86.0,0.0,24.0,83.0,72.0,22.0,104.0,13,135,050435
"Census Tract 504.36, Gwinnett County, Georgia",2797.0,1664.0,23.0,114.0,16.0,243.0,249.0,97.0,187.0,13,135,050436
"Census Tract 505.25, Gwinnett County, Georgia",2803.0,2551.0,190.0,0.0,0.0,44.0,0.0,0.0,0.0,13,135,050525
"Census Tract 505.26, Gwinnett County, Georgia",1899.0,709.0,154.0,6.0,50.0,270.0,476.0,181.0,24.0,13,135,050526
"Census Tract 505.27, Gwinnett County, Georgia",1914.0,1851.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050527
"Census Tract 505.23, Gwinnett County, Georgia",3080.0,1034.0,288.0,0.0,56.0,208.0,536.0,299.0,511.0,13,135,050523
"Census Tract 505.24, Gwinnett County, Georgia",2184.0,1174.0,346.0,30.0,28.0,252.0,165.0,47.0,135.0,13,135,050524
"Census Tract 505.28, Gwinnett County, Georgia",1649.0,1640.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050528
"Census Tract 505.29, Gwinnett County, Georgia",1450.0,1085.0,248.0,100.0,0.0,17.0,0.0,0.0,0.0,13,135,050529
"Census Tract 505.30, Gwinnett County, Georgia",1994.0,1600.0,360.0,11.0,0.0,11.0,0.0,0.0,0.0,13,135,050530
"Census Tract 505.31, Gwinnett County, Georgia",2558.0,2134.0,157.0,0.0,0.0,95.0,93.0,55.0,24.0,13,135,050531
"Census Tract 505.32, Gwinnett County, Georgia",2923.0,2210.0,461.0,48.0,30.0,33.0,111.0,13.0,17.0,13,135,050532
"Census Tract 505.33, Gwinnett County, Georgia",2527.0,2122.0,215.0,190.0,0.0,0.0,0.0,0.0,0.0,13,135,050533
"Census Tract 505.34, Gwinnett County, Georgia",2722.0,1803.0,150.0,0.0,14.0,130.0,312.0,190.0,79.0,13,135,050534
"Census Tract 505.22, Gwinnett County, Georgia",1875.0,954.0,165.0,295.0,37.0,70.0,119.0,43.0,192.0,13,135,050522
"Census Tract 507.20, Gwinnett County, Georgia",2437.0,2398.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,13,135,050720
"Census Tract 503.04, Gwinnett County, Georgia",2457.0,689.0,141.0,110.0,148.0,331.0,574.0,216.0,239.0,13,135,050304
"Census Tract 503.06, Gwinnett County, Georgia",1120.0,817.0,26.0,0.0,33.0,78.0,0.0,16.0,104.0,13,135,050306
"Census Tract 504.26, Gwinnett County, Georgia",2378.0,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050426
"Census Tract 507.12, Gwinnett County, Georgia",2544.0,2424.0,33.0,0.0,0.0,0.0,0.0,0.0,87.0,13,135,050712
"Census Tract 504.10, Gwinnett County, Georgia",1952.0,1278.0,15.0,117.0,177.0,98.0,159.0,66.0,9.0,13,135,050410
"Census Tract 504.28, Gwinnett County, Georgia",2005.0,1975.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,050428
"Census Tract 403.02, Clayton County, Georgia",2213.0,1310.0,47.0,77.0,237.0,366.0,130.0,34.0,0.0,13,063,040302
"Census Tract 403.03, Clayton County, Georgia",2726.0,1678.0,146.0,187.0,193.0,260.0,184.0,0.0,21.0,13,063,040303
"Census Tract 405.10, Clayton County, Georgia",1520.0,892.0,0.0,0.0,12.0,285.0,286.0,37.0,0.0,13,063,040510
"Census Tract 405.16, Clayton County, Georgia",2465.0,2045.0,174.0,0.0,7.0,142.0,97.0,0.0,0.0,13,063,040516
"Census Tract 406.14, Clayton County, Georgia",1991.0,1793.0,0.0,0.0,21.0,0.0,0.0,16.0,153.0,13,063,040614
"Census Tract 402.02, Clayton County, Georgia",1036.0,509.0,81.0,38.0,5.0,66.0,183.0,151.0,3.0,13,063,040202
"Census Tract 404.13, Clayton County, Georgia",2708.0,2112.0,222.0,42.0,0.0,0.0,95.0,0.0,0.0,13,063,040413
"Census Tract 404.11, Clayton County, Georgia",4808.0,4634.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,040411
"Census Tract 404.12, Clayton County, Georgia",3401.0,1342.0,356.0,0.0,120.0,868.0,464.0,153.0,98.0,13,063,040412
"Census Tract 405.14, Clayton County, Georgia",2894.0,1428.0,302.0,76.0,55.0,241.0,206.0,216.0,18.0,13,063,040514
"Census Tract 405.12, Clayton County, Georgia",2189.0,1391.0,61.0,33.0,183.0,284.0,70.0,142.0,25.0,13,063,040512
"Census Tract 406.13, Clayton County, Georgia",3001.0,2738.0,27.0,21.0,107.0,35.0,53.0,6.0,0.0,13,063,040613
"Census Tract 405.15, Clayton County, Georgia",2929.0,1458.0,477.0,10.0,100.0,254.0,576.0,43.0,11.0,13,063,040515
"Census Tract 406.11, Clayton County, Georgia",2675.0,1036.0,48.0,22.0,131.0,288.0,497.0,107.0,128.0,13,063,040611
"Census Tract 403.08, Clayton County, Georgia",1925.0,1186.0,96.0,11.0,29.0,165.0,91.0,147.0,171.0,13,063,040308
"Census Tract 406.12, Clayton County, Georgia",2247.0,1522.0,132.0,73.0,76.0,325.0,63.0,10.0,38.0,13,063,040612
"Census Tract 404.09, Clayton County, Georgia",2102.0,1755.0,52.0,32.0,103.0,118.0,16.0,0.0,0.0,13,063,040409
"Census Tract 404.10, Clayton County, Georgia",2639.0,2064.0,22.0,52.0,133.0,140.0,37.0,0.0,0.0,13,063,040410
"Census Tract 405.09, Clayton County, Georgia",1808.0,1424.0,279.0,21.0,41.0,33.0,0.0,0.0,0.0,13,063,040509
"Census Tract 404.07, Clayton County, Georgia",1426.0,1259.0,80.0,0.0,0.0,70.0,0.0,0.0,0.0,13,063,040407
"Census Tract 405.18, Clayton County, Georgia",1882.0,1430.0,13.0,75.0,26.0,137.0,121.0,20.0,20.0,13,063,040518
"Census Tract 406.06, Clayton County, Georgia",1231.0,707.0,117.0,0.0,29.0,0.0,25.0,0.0,0.0,13,063,040606
"Census Tract 406.08, Clayton County, Georgia",4517.0,4005.0,215.0,0.0,55.0,0.0,46.0,164.0,32.0,13,063,040608
"Census Tract 406.09, Clayton County, Georgia",2541.0,1730.0,103.0,160.0,38.0,98.0,197.0,94.0,79.0,13,063,040609
"Census Tract 405.13, Clayton County, Georgia",1758.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,063,040513
"Census Tract 404.08, Clayton County, Georgia",2733.0,1487.0,68.0,17.0,339.0,482.0,125.0,193.0,7.0,13,063,040408
"Census Tract 402.03, Clayton County, Georgia",1827.0,815.0,241.0,56.0,105.0,486.0,72.0,11.0,30.0,13,063,040203
"Census Tract 402.04, Clayton County, Georgia",2113.0,748.0,66.0,33.0,156.0,402.0,135.0,474.0,65.0,13,063,040204
"Census Tract 403.06, Clayton County, Georgia",1592.0,216.0,8.0,27.0,193.0,655.0,245.0,84.0,78.0,13,063,040306
