NAME,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,state,county,tract
"Census Tract 217.04, DeKalb County, Georgia",2245.0,41.0,60.0,49.0,225.0,193.0,394.0,13,089,021704
"Census Tract 217.05, DeKalb County, Georgia",2117.0,191.0,100.0,127.0,123.0,93.0,132.0,13,089,021705
"Census Tract 220.01, DeKalb County, Georgia",1968.0,55.0,49.0,96.0,230.0,306.0,44.0,13,089,022001
"Census Tract 220.07, DeKalb County, Georgia",1104.0,105.0,57.0,106.0,53.0,13.0,0.0,13,089,022007
"Census Tract 224.01, DeKalb County, Georgia",1847.0,77.0,77.0,9.0,167.0,196.0,559.0,13,089,022401
"Census Tract 221, DeKalb County, Georgia",1475.0,101.0,91.0,49.0,121.0,111.0,58.0,13,089,022100
"Census Tract 227, DeKalb County, Georgia",1730.0,75.0,70.0,24.0,115.0,164.0,452.0,13,089,022700
"Census Tract 232.04, DeKalb County, Georgia",2249.0,149.0,94.0,118.0,429.0,247.0,31.0,13,089,023204
"Census Tract 235.06, DeKalb County, Georgia",2099.0,121.0,136.0,339.0,300.0,192.0,71.0,13,089,023506
"Census Tract 234.12, DeKalb County, Georgia",2087.0,139.0,128.0,115.0,229.0,192.0,55.0,13,089,023412
"Census Tract 234.16, DeKalb County, Georgia",2452.0,209.0,189.0,106.0,306.0,309.0,95.0,13,089,023416
"Census Tract 205, DeKalb County, Georgia",1513.0,173.0,0.0,22.0,165.0,228.0,121.0,13,089,020500
"Census Tract 209, DeKalb County, Georgia",2742.0,248.0,146.0,29.0,219.0,237.0,278.0,13,089,020900
"Census Tract 207, DeKalb County, Georgia",1058.0,37.0,30.0,41.0,77.0,143.0,130.0,13,089,020700
"Census Tract 212.04, DeKalb County, Georgia",780.0,21.0,51.0,68.0,45.0,8.0,0.0,13,089,021204
"Census Tract 212.13, DeKalb County, Georgia",1205.0,0.0,12.0,40.0,117.0,0.0,428.0,13,089,021213
"Census Tract 218.05, DeKalb County, Georgia",2605.0,57.0,185.0,0.0,441.0,258.0,148.0,13,089,021805
"Census Tract 220.04, DeKalb County, Georgia",1597.0,47.0,97.0,70.0,137.0,159.0,91.0,13,089,022004
"Census Tract 232.08, DeKalb County, Georgia",2394.0,118.0,135.0,233.0,273.0,172.0,11.0,13,089,023208
"Census Tract 232.12, DeKalb County, Georgia",1369.0,61.0,44.0,34.0,255.0,76.0,9.0,13,089,023212
"Census Tract 235.04, DeKalb County, Georgia",1304.0,135.0,100.0,149.0,45.0,63.0,14.0,13,089,023504
"Census Tract 236.02, DeKalb County, Georgia",822.0,34.0,52.0,65.0,117.0,26.0,21.0,13,089,023602
"Census Tract 201, DeKalb County, Georgia",737.0,36.0,0.0,13.0,55.0,47.0,333.0,13,089,020100
"Census Tract 213.01, DeKalb County, Georgia",1720.0,48.0,333.0,127.0,162.0,107.0,65.0,13,089,021301
"Census Tract 233.06, DeKalb County, Georgia",2502.0,87.0,166.0,131.0,467.0,211.0,92.0,13,089,023306
"Census Tract 232.06, DeKalb County, Georgia",2841.0,315.0,107.0,140.0,436.0,186.0,18.0,13,089,023206
"Census Tract 234.11, DeKalb County, Georgia",1480.0,116.0,93.0,120.0,144.0,62.0,50.0,13,089,023411
"Census Tract 234.13, DeKalb County, Georgia",1327.0,46.0,100.0,16.0,163.0,126.0,49.0,13,089,023413
"Census Tract 238.02, DeKalb County, Georgia",1356.0,117.0,129.0,118.0,160.0,100.0,41.0,13,089,023802
"Census Tract 212.08, DeKalb County, Georgia",1942.0,147.0,30.0,70.0,279.0,156.0,210.0,13,089,021208
"Census Tract 101.22, Fulton County, Georgia",3060.0,89.0,102.0,81.0,638.0,519.0,492.0,13,121,010122
"Census Tract 101.23, Fulton County, Georgia",2297.0,64.0,80.0,97.0,278.0,367.0,175.0,13,121,010123
"Census Tract 102.11, Fulton County, Georgia",1119.0,18.0,13.0,37.0,114.0,105.0,416.0,13,121,010211
"Census Tract 76.02, Fulton County, Georgia",1026.0,83.0,71.0,57.0,105.0,34.0,15.0,13,121,007602
"Census Tract 17, Fulton County, Georgia",2645.0,41.0,0.0,82.0,344.0,312.0,390.0,13,121,001700
"Census Tract 78.02, Fulton County, Georgia",3759.0,295.0,135.0,194.0,281.0,294.0,208.0,13,121,007802
"Census Tract 78.05, Fulton County, Georgia",1317.0,139.0,146.0,39.0,34.0,26.0,34.0,13,121,007805
"Census Tract 97, Fulton County, Georgia",1422.0,39.0,18.0,34.0,57.0,118.0,754.0,13,121,009700
"Census Tract 102.06, Fulton County, Georgia",2271.0,106.0,8.0,87.0,159.0,185.0,1102.0,13,121,010206
"Census Tract 113.03, Fulton County, Georgia",4018.0,165.0,259.0,235.0,374.0,80.0,31.0,13,121,011303
"Census Tract 102.12, Fulton County, Georgia",1960.0,42.0,170.0,96.0,179.0,188.0,379.0,13,121,010212
"Census Tract 105.15, Fulton County, Georgia",2057.0,219.0,132.0,97.0,339.0,285.0,58.0,13,121,010515
"Census Tract 105.16, Fulton County, Georgia",2624.0,247.0,161.0,68.0,438.0,207.0,115.0,13,121,010516
"Census Tract 113.05, Fulton County, Georgia",2310.0,225.0,149.0,165.0,109.0,86.0,9.0,13,121,011305
"Census Tract 113.06, Fulton County, Georgia",998.0,145.0,41.0,47.0,82.0,48.0,8.0,13,121,011306
"Census Tract 114.16, Fulton County, Georgia",2017.0,29.0,32.0,36.0,232.0,445.0,354.0,13,121,011416
"Census Tract 114.17, Fulton County, Georgia",2283.0,90.0,78.0,86.0,252.0,300.0,377.0,13,121,011417
"Census Tract 114.18, Fulton County, Georgia",2105.0,19.0,0.0,0.0,203.0,210.0,749.0,13,121,011418
"Census Tract 52, Fulton County, Georgia",2108.0,133.0,95.0,107.0,217.0,190.0,494.0,13,121,005200
"Census Tract 64, Fulton County, Georgia",384.0,62.0,19.0,42.0,16.0,7.0,36.0,13,121,006400
"Census Tract 72, Fulton County, Georgia",690.0,57.0,33.0,50.0,54.0,14.0,0.0,13,121,007200
"Census Tract 105.08, Fulton County, Georgia",1160.0,8.0,39.0,75.0,181.0,115.0,17.0,13,121,010508
"Census Tract 4, Fulton County, Georgia",1019.0,33.0,11.0,38.0,167.0,65.0,258.0,13,121,000400
"Census Tract 1, Fulton County, Georgia",2084.0,0.0,49.0,10.0,195.0,176.0,879.0,13,121,000100
"Census Tract 6, Fulton County, Georgia",2994.0,502.0,59.0,121.0,343.0,179.0,141.0,13,121,000600
"Census Tract 35, Fulton County, Georgia",714.0,91.0,10.0,53.0,82.0,103.0,16.0,13,121,003500
"Census Tract 41, Fulton County, Georgia",741.0,61.0,40.0,28.0,147.0,95.0,26.0,13,121,004100
"Census Tract 50, Fulton County, Georgia",1414.0,17.0,61.0,51.0,287.0,91.0,137.0,13,121,005000
"Census Tract 55.02, Fulton County, Georgia",1235.0,348.0,72.0,39.0,115.0,42.0,12.0,13,121,005502
"Census Tract 61, Fulton County, Georgia",1345.0,338.0,103.0,62.0,95.0,37.0,0.0,13,121,006100
"Census Tract 63, Fulton County, Georgia",703.0,182.0,55.0,25.0,66.0,32.0,11.0,13,121,006300
"Census Tract 75, Fulton County, Georgia",1548.0,254.0,102.0,64.0,120.0,44.0,33.0,13,121,007500
"Census Tract 78.07, Fulton County, Georgia",1049.0,291.0,44.0,55.0,81.0,11.0,6.0,13,121,007807
"Census Tract 78.08, Fulton County, Georgia",1431.0,475.0,61.0,62.0,0.0,12.0,10.0,13,121,007808
"Census Tract 81.02, Fulton County, Georgia",2842.0,369.0,186.0,62.0,120.0,96.0,0.0,13,121,008102
"Census Tract 108, Fulton County, Georgia",2780.0,279.0,148.0,555.0,486.0,134.0,0.0,13,121,010800
"Census Tract 114.05, Fulton County, Georgia",2896.0,0.0,89.0,206.0,414.0,329.0,418.0,13,121,011405
"Census Tract 114.12, Fulton County, Georgia",3686.0,37.0,118.0,121.0,549.0,476.0,500.0,13,121,011412
"Census Tract 110, Fulton County, Georgia",969.0,210.0,37.0,9.0,93.0,31.0,11.0,13,121,011000
"Census Tract 111, Fulton County, Georgia",1148.0,38.0,66.0,79.0,225.0,48.0,40.0,13,121,011100
"Census Tract 21, Fulton County, Georgia",885.0,69.0,28.0,15.0,159.0,31.0,114.0,13,121,002100
"Census Tract 79, Fulton County, Georgia",2364.0,140.0,153.0,57.0,311.0,355.0,142.0,13,121,007900
"Census Tract 112.01, Fulton County, Georgia",1459.0,98.0,58.0,68.0,110.0,45.0,9.0,13,121,011201
"Census Tract 39, Fulton County, Georgia",756.0,91.0,39.0,70.0,61.0,8.0,9.0,13,121,003900
"Census Tract 102.10, Fulton County, Georgia",2801.0,13.0,31.0,153.0,440.0,287.0,462.0,13,121,010210
"Census Tract 85, Fulton County, Georgia",981.0,80.0,27.0,15.0,94.0,0.0,0.0,13,121,008500
"Census Tract 89.02, Fulton County, Georgia",4392.0,371.0,134.0,185.0,594.0,404.0,340.0,13,121,008902
"Census Tract 99, Fulton County, Georgia",2130.0,47.0,55.0,76.0,224.0,171.0,839.0,13,121,009900
"Census Tract 101.06, Fulton County, Georgia",1958.0,106.0,96.0,52.0,326.0,203.0,408.0,13,121,010106
"Census Tract 102.05, Fulton County, Georgia",2652.0,200.0,44.0,46.0,186.0,339.0,639.0,13,121,010205
"Census Tract 102.08, Fulton County, Georgia",2043.0,90.0,171.0,88.0,250.0,155.0,260.0,13,121,010208
"Census Tract 103.01, Fulton County, Georgia",6495.0,145.0,163.0,128.0,1188.0,957.0,438.0,13,121,010301
"Census Tract 105.07, Fulton County, Georgia",2416.0,197.0,146.0,256.0,264.0,212.0,63.0,13,121,010507
"Census Tract 2, Fulton County, Georgia",2696.0,56.0,29.0,9.0,228.0,306.0,1139.0,13,121,000200
"Census Tract 19, Fulton County, Georgia",1400.0,101.0,16.0,55.0,150.0,152.0,131.0,13,121,001900
"Census Tract 29, Fulton County, Georgia",1248.0,89.0,61.0,47.0,106.0,132.0,118.0,13,121,002900
"Census Tract 30, Fulton County, Georgia",1837.0,32.0,18.0,18.0,270.0,318.0,390.0,13,121,003000
"Census Tract 43, Fulton County, Georgia",606.0,121.0,21.0,0.0,84.0,18.0,53.0,13,121,004300
"Census Tract 58, Fulton County, Georgia",576.0,61.0,37.0,17.0,26.0,57.0,13.0,13,121,005800
"Census Tract 83.01, Fulton County, Georgia",883.0,107.0,68.0,51.0,35.0,35.0,0.0,13,121,008301
"Census Tract 73, Fulton County, Georgia",2891.0,379.0,256.0,171.0,150.0,73.0,28.0,13,121,007300
"Census Tract 78.06, Fulton County, Georgia",2412.0,157.0,157.0,251.0,180.0,15.0,0.0,13,121,007806
"Census Tract 80, Fulton County, Georgia",1941.0,170.0,140.0,127.0,149.0,152.0,104.0,13,121,008000
"Census Tract 84, Fulton County, Georgia",1187.0,216.0,78.0,31.0,47.0,0.0,22.0,13,121,008400
"Census Tract 86.02, Fulton County, Georgia",602.0,16.0,64.0,43.0,17.0,24.0,6.0,13,121,008602
"Census Tract 90, Fulton County, Georgia",2249.0,31.0,8.0,64.0,218.0,245.0,700.0,13,121,009000
"Census Tract 93, Fulton County, Georgia",2517.0,160.0,35.0,59.0,171.0,166.0,693.0,13,121,009300
"Census Tract 94.02, Fulton County, Georgia",2884.0,262.0,70.0,79.0,475.0,256.0,231.0,13,121,009402
"Census Tract 101.07, Fulton County, Georgia",742.0,0.0,4.0,14.0,31.0,57.0,376.0,13,121,010107
"Census Tract 103.04, Fulton County, Georgia",5166.0,122.0,281.0,123.0,1084.0,540.0,386.0,13,121,010304
"Census Tract 106.03, Fulton County, Georgia",1517.0,106.0,74.0,92.0,197.0,30.0,7.0,13,121,010603
"Census Tract 37, Fulton County, Georgia",164.0,37.0,0.0,0.0,0.0,0.0,0.0,13,121,003700
"Census Tract 24, Fulton County, Georgia",986.0,116.0,41.0,45.0,152.0,13.0,20.0,13,121,002400
"Census Tract 25, Fulton County, Georgia",1050.0,135.0,92.0,50.0,31.0,34.0,4.0,13,121,002500
"Census Tract 26, Fulton County, Georgia",584.0,121.0,44.0,36.0,50.0,21.0,13.0,13,121,002600
"Census Tract 44, Fulton County, Georgia",1304.0,234.0,162.0,0.0,31.0,0.0,0.0,13,121,004400
"Census Tract 86.01, Fulton County, Georgia",1712.0,465.0,107.0,62.0,95.0,21.0,0.0,13,121,008601
"Census Tract 74, Fulton County, Georgia",1246.0,316.0,41.0,52.0,35.0,8.0,0.0,13,121,007400
"Census Tract 82.01, Fulton County, Georgia",2591.0,309.0,194.0,399.0,127.0,63.0,32.0,13,121,008201
"Census Tract 82.02, Fulton County, Georgia",768.0,85.0,56.0,30.0,65.0,9.0,0.0,13,121,008202
"Census Tract 101.08, Fulton County, Georgia",1620.0,41.0,51.0,57.0,122.0,73.0,570.0,13,121,010108
"Census Tract 101.10, Fulton County, Georgia",3909.0,122.0,49.0,51.0,491.0,178.0,617.0,13,121,010110
"Census Tract 103.03, Fulton County, Georgia",4104.0,334.0,88.0,232.0,607.0,310.0,491.0,13,121,010303
"Census Tract 67, Fulton County, Georgia",1644.0,228.0,20.0,88.0,154.0,25.0,13.0,13,121,006700
"Census Tract 69, Fulton County, Georgia",1384.0,126.0,49.0,119.0,191.0,133.0,89.0,13,121,006900
"Census Tract 70.02, Fulton County, Georgia",969.0,50.0,48.0,34.0,80.0,22.0,19.0,13,121,007002
"Census Tract 71, Fulton County, Georgia",891.0,129.0,37.0,48.0,41.0,43.0,0.0,13,121,007100
"Census Tract 83.02, Fulton County, Georgia",784.0,128.0,65.0,23.0,54.0,6.0,6.0,13,121,008302
"Census Tract 92, Fulton County, Georgia",3820.0,157.0,140.0,112.0,771.0,291.0,281.0,13,121,009200
"Census Tract 102.04, Fulton County, Georgia",1872.0,17.0,15.0,23.0,136.0,121.0,837.0,13,121,010204
"Census Tract 102.09, Fulton County, Georgia",2842.0,55.0,143.0,229.0,468.0,213.0,112.0,13,121,010209
"Census Tract 104, Fulton County, Georgia",3220.0,270.0,195.0,284.0,334.0,263.0,206.0,13,121,010400
"Census Tract 15, Fulton County, Georgia",2405.0,269.0,67.0,47.0,297.0,173.0,379.0,13,121,001500
"Census Tract 23, Fulton County, Georgia",525.0,90.0,13.0,35.0,30.0,14.0,0.0,13,121,002300
"Census Tract 114.19, Fulton County, Georgia",2427.0,99.0,52.0,38.0,247.0,169.0,647.0,13,121,011419
"Census Tract 114.20, Fulton County, Georgia",2319.0,64.0,159.0,84.0,245.0,49.0,0.0,13,121,011420
"Census Tract 114.21, Fulton County, Georgia",1616.0,41.0,108.0,90.0,171.0,152.0,9.0,13,121,011421
"Census Tract 114.22, Fulton County, Georgia",1602.0,23.0,11.0,32.0,183.0,79.0,204.0,13,121,011422
"Census Tract 114.23, Fulton County, Georgia",1734.0,64.0,34.0,14.0,162.0,182.0,418.0,13,121,011423
"Census Tract 114.24, Fulton County, Georgia",2078.0,42.0,95.0,65.0,333.0,177.0,316.0,13,121,011424
"Census Tract 114.25, Fulton County, Georgia",2331.0,48.0,16.0,34.0,192.0,136.0,950.0,13,121,011425
"Census Tract 114.26, Fulton County, Georgia",771.0,0.0,22.0,26.0,62.0,91.0,240.0,13,121,011426
"Census Tract 114.27, Fulton County, Georgia",2904.0,13.0,14.0,54.0,264.0,397.0,655.0,13,121,011427
"Census Tract 115.03, Fulton County, Georgia",3596.0,0.0,36.0,51.0,364.0,261.0,1527.0,13,121,011503
"Census Tract 115.04, Fulton County, Georgia",4346.0,104.0,13.0,0.0,229.0,379.0,2590.0,13,121,011504
"Census Tract 115.05, Fulton County, Georgia",1294.0,18.0,0.0,17.0,122.0,163.0,513.0,13,121,011505
"Census Tract 115.06, Fulton County, Georgia",2052.0,29.0,26.0,16.0,131.0,224.0,755.0,13,121,011506
"Census Tract 116.10, Fulton County, Georgia",2069.0,11.0,70.0,40.0,268.0,238.0,551.0,13,121,011610
"Census Tract 116.11, Fulton County, Georgia",3433.0,75.0,217.0,222.0,422.0,355.0,164.0,13,121,011611
"Census Tract 116.12, Fulton County, Georgia",1233.0,7.0,0.0,0.0,157.0,71.0,380.0,13,121,011612
"Census Tract 116.13, Fulton County, Georgia",2339.0,113.0,135.0,15.0,261.0,282.0,474.0,13,121,011613
"Census Tract 116.14, Fulton County, Georgia",6233.0,438.0,75.0,508.0,862.0,741.0,381.0,13,121,011614
"Census Tract 116.15, Fulton County, Georgia",3631.0,81.0,50.0,16.0,294.0,286.0,1396.0,13,121,011615
"Census Tract 116.16, Fulton County, Georgia",2862.0,24.0,67.0,18.0,213.0,567.0,377.0,13,121,011616
"Census Tract 116.17, Fulton County, Georgia",2806.0,91.0,20.0,117.0,320.0,280.0,892.0,13,121,011617
"Census Tract 116.18, Fulton County, Georgia",1602.0,32.0,30.0,32.0,208.0,124.0,585.0,13,121,011618
"Census Tract 116.19, Fulton County, Georgia",3077.0,30.0,54.0,105.0,466.0,386.0,471.0,13,121,011619
"Census Tract 116.20, Fulton County, Georgia",3387.0,29.0,128.0,40.0,259.0,447.0,920.0,13,121,011620
"Census Tract 116.21, Fulton County, Georgia",2436.0,41.0,38.0,87.0,372.0,126.0,975.0,13,121,011621
"Census Tract 116.22, Fulton County, Georgia",3379.0,115.0,23.0,135.0,352.0,364.0,1068.0,13,121,011622
"Census Tract 116.23, Fulton County, Georgia",4370.0,82.0,32.0,164.0,477.0,641.0,848.0,13,121,011623
"Census Tract 116.24, Fulton County, Georgia",1205.0,0.0,12.0,0.0,42.0,179.0,563.0,13,121,011624
"Census Tract 116.25, Fulton County, Georgia",2610.0,32.0,51.0,121.0,179.0,314.0,534.0,13,121,011625
"Census Tract 116.26, Fulton County, Georgia",3184.0,140.0,88.0,74.0,535.0,365.0,688.0,13,121,011626
"Census Tract 118, Fulton County, Georgia",923.0,197.0,33.0,51.0,84.0,17.0,0.0,13,121,011800
"Census Tract 119, Fulton County, Georgia",1835.0,418.0,83.0,53.0,141.0,49.0,65.0,13,121,011900
"Census Tract 120, Fulton County, Georgia",1383.0,188.0,161.0,89.0,59.0,0.0,31.0,13,121,012000
"Census Tract 105.11, Fulton County, Georgia",2830.0,158.0,58.0,177.0,316.0,157.0,23.0,13,121,010511
"Census Tract 105.14, Fulton County, Georgia",4473.0,337.0,151.0,236.0,1045.0,449.0,29.0,13,121,010514
"Census Tract 113.01, Fulton County, Georgia",1636.0,132.0,67.0,89.0,178.0,140.0,64.0,13,121,011301
"Census Tract 114.10, Fulton County, Georgia",2572.0,47.0,52.0,177.0,91.0,300.0,754.0,13,121,011410
"Census Tract 114.11, Fulton County, Georgia",3052.0,27.0,139.0,41.0,170.0,380.0,451.0,13,121,011411
"Census Tract 114.14, Fulton County, Georgia",2870.0,126.0,197.0,146.0,352.0,286.0,291.0,13,121,011414
"Census Tract 68.02, Fulton County, Georgia",533.0,199.0,13.0,0.0,17.0,5.0,4.0,13,121,006802
"Census Tract 62, Fulton County, Georgia",522.0,40.0,32.0,55.0,43.0,53.0,0.0,13,121,006200
"Census Tract 65, Fulton County, Georgia",1449.0,217.0,48.0,34.0,224.0,132.0,54.0,13,121,006500
"Census Tract 10.02, Fulton County, Georgia",516.0,137.0,24.0,21.0,48.0,5.0,6.0,13,121,001002
"Census Tract 12.02, Fulton County, Georgia",3412.0,217.0,175.0,12.0,463.0,421.0,546.0,13,121,001202
"Census Tract 10.01, Fulton County, Georgia",1020.0,59.0,12.0,0.0,106.0,162.0,138.0,13,121,001001
"Census Tract 12.01, Fulton County, Georgia",2888.0,302.0,56.0,58.0,382.0,248.0,367.0,13,121,001201
"Census Tract 76.03, Fulton County, Georgia",2214.0,812.0,97.0,38.0,90.0,102.0,0.0,13,121,007603
"Census Tract 76.04, Fulton County, Georgia",1034.0,184.0,44.0,0.0,35.0,0.0,22.0,13,121,007604
"Census Tract 77.03, Fulton County, Georgia",1601.0,132.0,99.0,86.0,177.0,77.0,36.0,13,121,007703
"Census Tract 123, Fulton County, Georgia",1058.0,68.0,47.0,51.0,94.0,131.0,163.0,13,121,012300
"Census Tract 9800, Fulton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,980000
"Census Tract 77.04, Fulton County, Georgia",2058.0,225.0,177.0,72.0,127.0,75.0,25.0,13,121,007704
"Census Tract 77.05, Fulton County, Georgia",1772.0,203.0,78.0,69.0,85.0,103.0,11.0,13,121,007705
"Census Tract 77.06, Fulton County, Georgia",4343.0,205.0,344.0,114.0,650.0,386.0,55.0,13,121,007706
"Census Tract 89.03, Fulton County, Georgia",876.0,2.0,0.0,27.0,235.0,28.0,37.0,13,121,008903
"Census Tract 89.04, Fulton County, Georgia",2577.0,65.0,122.0,60.0,353.0,191.0,462.0,13,121,008904
"Census Tract 91.01, Fulton County, Georgia",3463.0,289.0,55.0,118.0,743.0,289.0,443.0,13,121,009101
"Census Tract 91.02, Fulton County, Georgia",1904.0,128.0,106.0,0.0,109.0,216.0,388.0,13,121,009102
"Census Tract 87, Fulton County, Georgia",2562.0,237.0,229.0,263.0,94.0,48.0,71.0,13,121,008700
"Census Tract 95.01, Fulton County, Georgia",1733.0,99.0,6.0,32.0,133.0,111.0,835.0,13,121,009501
"Census Tract 94.03, Fulton County, Georgia",3032.0,205.0,39.0,184.0,378.0,263.0,46.0,13,121,009403
"Census Tract 94.04, Fulton County, Georgia",2383.0,115.0,0.0,21.0,182.0,310.0,328.0,13,121,009404
"Census Tract 95.02, Fulton County, Georgia",2254.0,161.0,18.0,14.0,248.0,290.0,419.0,13,121,009502
"Census Tract 96.01, Fulton County, Georgia",1407.0,24.0,27.0,100.0,98.0,235.0,267.0,13,121,009601
"Census Tract 96.02, Fulton County, Georgia",3112.0,182.0,151.0,57.0,323.0,282.0,756.0,13,121,009602
"Census Tract 96.03, Fulton County, Georgia",3071.0,272.0,62.0,121.0,498.0,176.0,556.0,13,121,009603
"Census Tract 98.01, Fulton County, Georgia",2106.0,58.0,21.0,22.0,144.0,109.0,946.0,13,121,009801
"Census Tract 98.02, Fulton County, Georgia",1835.0,32.0,0.0,44.0,125.0,145.0,844.0,13,121,009802
"Census Tract 100.01, Fulton County, Georgia",2487.0,231.0,28.0,87.0,211.0,172.0,742.0,13,121,010001
"Census Tract 100.02, Fulton County, Georgia",4013.0,49.0,101.0,89.0,435.0,437.0,1642.0,13,121,010002
"Census Tract 101.13, Fulton County, Georgia",2894.0,13.0,191.0,224.0,338.0,228.0,304.0,13,121,010113
"Census Tract 101.15, Fulton County, Georgia",1205.0,72.0,7.0,58.0,113.0,131.0,317.0,13,121,010115
"Census Tract 101.14, Fulton County, Georgia",3137.0,28.0,55.0,54.0,277.0,264.0,639.0,13,121,010114
"Census Tract 101.17, Fulton County, Georgia",1962.0,97.0,58.0,110.0,269.0,183.0,35.0,13,121,010117
"Census Tract 101.18, Fulton County, Georgia",2164.0,0.0,87.0,87.0,221.0,139.0,89.0,13,121,010118
"Census Tract 101.19, Fulton County, Georgia",2408.0,98.0,32.0,168.0,318.0,90.0,116.0,13,121,010119
"Census Tract 101.20, Fulton County, Georgia",1122.0,51.0,38.0,112.0,250.0,113.0,33.0,13,121,010120
"Census Tract 101.21, Fulton County, Georgia",1183.0,47.0,49.0,63.0,179.0,84.0,219.0,13,121,010121
"Census Tract 66.01, Fulton County, Georgia",699.0,48.0,18.0,32.0,119.0,46.0,8.0,13,121,006601
"Census Tract 70.01, Fulton County, Georgia",1439.0,287.0,60.0,124.0,119.0,6.0,14.0,13,121,007001
"Census Tract 11, Fulton County, Georgia",3432.0,155.0,43.0,66.0,509.0,502.0,756.0,13,121,001100
"Census Tract 14, Fulton County, Georgia",1408.0,30.0,15.0,31.0,260.0,120.0,180.0,13,121,001400
"Census Tract 18, Fulton County, Georgia",3077.0,680.0,121.0,46.0,387.0,287.0,114.0,13,121,001800
"Census Tract 32, Fulton County, Georgia",1277.0,8.0,8.0,35.0,238.0,232.0,205.0,13,121,003200
"Census Tract 36, Fulton County, Georgia",858.0,98.0,57.0,14.0,104.0,44.0,24.0,13,121,003600
"Census Tract 68.01, Fulton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,006801
"Census Tract 88, Fulton County, Georgia",1961.0,61.0,0.0,51.0,211.0,209.0,386.0,13,121,008800
"Census Tract 105.12, Fulton County, Georgia",2356.0,192.0,119.0,225.0,299.0,139.0,0.0,13,121,010512
"Census Tract 105.13, Fulton County, Georgia",4846.0,249.0,187.0,276.0,487.0,719.0,28.0,13,121,010513
"Census Tract 106.01, Fulton County, Georgia",1581.0,291.0,93.0,46.0,112.0,108.0,21.0,13,121,010601
"Census Tract 106.04, Fulton County, Georgia",1301.0,85.0,119.0,99.0,97.0,48.0,10.0,13,121,010604
"Census Tract 112.02, Fulton County, Georgia",1583.0,120.0,101.0,131.0,139.0,139.0,11.0,13,121,011202
"Census Tract 7, Fulton County, Georgia",347.0,12.0,4.0,0.0,22.0,64.0,55.0,13,121,000700
"Census Tract 13, Fulton County, Georgia",2199.0,163.0,108.0,82.0,281.0,305.0,250.0,13,121,001300
"Census Tract 38, Fulton County, Georgia",230.0,43.0,12.0,10.0,16.0,1.0,0.0,13,121,003800
"Census Tract 40, Fulton County, Georgia",1010.0,182.0,101.0,66.0,47.0,67.0,6.0,13,121,004000
"Census Tract 42, Fulton County, Georgia",1456.0,434.0,77.0,50.0,73.0,80.0,9.0,13,121,004200
"Census Tract 49, Fulton County, Georgia",1108.0,73.0,10.0,46.0,170.0,111.0,144.0,13,121,004900
"Census Tract 28, Fulton County, Georgia",1453.0,316.0,59.0,54.0,84.0,159.0,29.0,13,121,002800
"Census Tract 48, Fulton County, Georgia",563.0,146.0,0.0,69.0,11.0,0.0,0.0,13,121,004800
"Census Tract 53, Fulton County, Georgia",1675.0,57.0,45.0,10.0,250.0,194.0,325.0,13,121,005300
"Census Tract 81.01, Fulton County, Georgia",502.0,35.0,33.0,41.0,24.0,43.0,5.0,13,121,008101
"Census Tract 105.10, Fulton County, Georgia",6420.0,532.0,156.0,382.0,816.0,411.0,29.0,13,121,010510
"Census Tract 5, Fulton County, Georgia",2843.0,151.0,99.0,118.0,348.0,426.0,447.0,13,121,000500
"Census Tract 16, Fulton County, Georgia",1294.0,40.0,89.0,64.0,201.0,120.0,195.0,13,121,001600
"Census Tract 31, Fulton County, Georgia",931.0,17.0,95.0,20.0,74.0,79.0,111.0,13,121,003100
"Census Tract 55.01, Fulton County, Georgia",978.0,187.0,64.0,7.0,76.0,36.0,37.0,13,121,005501
"Census Tract 57, Fulton County, Georgia",657.0,91.0,72.0,11.0,36.0,28.0,14.0,13,121,005700
"Census Tract 60, Fulton County, Georgia",1509.0,94.0,104.0,89.0,101.0,111.0,26.0,13,121,006000
"Census Tract 66.02, Fulton County, Georgia",465.0,79.0,71.0,53.0,17.0,17.0,0.0,13,121,006602
"Census Tract 507.09, Gwinnett County, Georgia",4456.0,195.0,214.0,203.0,620.0,512.0,295.0,13,135,050709
"Census Tract 503.14, Gwinnett County, Georgia",3477.0,102.0,229.0,204.0,611.0,184.0,122.0,13,135,050314
"Census Tract 503.15, Gwinnett County, Georgia",2436.0,75.0,155.0,177.0,347.0,220.0,172.0,13,135,050315
"Census Tract 504.15, Gwinnett County, Georgia",1465.0,59.0,42.0,67.0,167.0,248.0,112.0,13,135,050415
"Census Tract 504.25, Gwinnett County, Georgia",1810.0,36.0,59.0,64.0,200.0,205.0,166.0,13,135,050425
"Census Tract 504.29, Gwinnett County, Georgia",2290.0,29.0,107.0,48.0,234.0,375.0,151.0,13,135,050429
"Census Tract 501.05, Gwinnett County, Georgia",1545.0,139.0,61.0,61.0,245.0,107.0,37.0,13,135,050105
"Census Tract 502.05, Gwinnett County, Georgia",1698.0,78.0,24.0,77.0,303.0,132.0,62.0,13,135,050205
